sentence_id,doc_id,sent_idx,sentence,start_char,end_char,length,cleaned_version,created_at
doc_7ceb_sent_00649,doc_7ceb,649,"For example, if one host is Linux and another is AIX, but both hosts are set
to type DEFAULT, jobs that are running on the Linux host can be migrated to the AIX host, or jobs running the AIX host can be migrated to the
Linux hosts, which might cause the job to fail.",81831,82098,266,1,2026-01-26T12:31:03Z
doc_7ceb_sent_00650,doc_7ceb,650,"Run lim -t on the host whose type is DEFAULT:
lim -t
Host Type : NTX64
Host Architecture : EM64T_1596
Total NUMA Nodes : 1
Total Processors : 2
Total Cores : 4
Total Threads : 2
Matched Type : NTX64
Matched Architecture : EM64T_3000
Matched Model : Intel_EM64T
CPU Factor : 60.0
Note: The value of HostType and Host Architecture.",82101,82431,329,1,2026-01-26T12:31:03Z
doc_7ceb_sent_00651,doc_7ceb,651,Edit the lsf.shared ﬁle to conﬁgure the host type and host model for the host.,82434,82513,78,1,2026-01-26T12:31:03Z
doc_7ceb_sent_00652,doc_7ceb,652,"In the HostType section, enter a new host type. Use the host type name that is detected with the lim",82516,82616,100,1,2026-01-26T12:31:03Z
doc_7ceb_sent_00653,doc_7ceb,653,-t command.,82617,82629,11,1,2026-01-26T12:31:03Z
doc_7ceb_sent_00654,doc_7ceb,654,"Begin HostType
TYPENAME
DEFAULT
CRAYJ
NTX64
End HostType
b.",82629,82688,59,1,2026-01-26T12:31:03Z
doc_7ceb_sent_00655,doc_7ceb,655,"In the HostModel section, enter the new host model with architecture and CPU factor. Use the architecture that is detected with the
lim -t command. Add the host model to the end of the host model list.",82689,82890,201,1,2026-01-26T12:31:03Z
doc_7ceb_sent_00656,doc_7ceb,656,The limit for host model entries is 127.,82891,82931,40,1,2026-01-26T12:31:03Z
doc_7ceb_sent_00657,doc_7ceb,657,"Lines commented out
with # are not counted in the 127 line limit.",82932,82998,65,1,2026-01-26T12:31:03Z
doc_7ceb_sent_00658,doc_7ceb,658,"Begin HostModel
MODELNAME CPUFACTOR ARCHITECTURE # keyword
Intel_EM64T 20 EM64T_1596
End HostModel
4.",82998,83099,101,1,2026-01-26T12:31:03Z
doc_7ceb_sent_00659,doc_7ceb,659,Save changes to the lsf.shared ﬁle.,83100,83136,35,1,2026-01-26T12:31:03Z
doc_7ceb_sent_00660,doc_7ceb,660,"Run the lsadmin reconﬁg command to reconﬁgure LIM.
6.",83139,83192,53,1,2026-01-26T12:31:03Z
doc_7ceb_sent_00661,doc_7ceb,661,"Wait a few seconds, and run the lim -t command again to check the type and model of the host.",83193,83287,93,1,2026-01-26T12:31:03Z
doc_7ceb_sent_00662,doc_7ceb,662,"Unable to run b* commands from some hosts with User permission denied
error
If you are unable to run b* commands from some hosts (for instance, you see a User permission denied message), the clocks or time zones on
the hosts may not be in sync with the management host. With b* commands that require authentication, the client (using eauth) generates a user
token that includes a timestamp, and passes that token to the management host with the command request. If the token is stale, then the command
is rejected. Ensure that all hosts within the cluster are in sync.",83287,83855,568,1,2026-01-26T12:31:03Z
doc_7ceb_sent_00663,doc_7ceb,663,"You can conﬁgure NTP (Network Time Protocol) on all the hosts in the cluster to
ensure that all clocks on all hosts are synchronized.",83856,83990,133,1,2026-01-26T12:31:03Z
doc_7ceb_sent_00664,doc_7ceb,664,"LSF error messages
The following error messages are logged by the LSF daemons, or displayed by the lsadmin ckconﬁg and badmin ckconﬁg commands.",83990,84134,143,1,2026-01-26T12:31:03Z
doc_7ceb_sent_00665,doc_7ceb,665,"General errors
The following messages can be generated by any LSF daemon:
can’t open file: error
The daemon might not open the named ﬁle for the reason that is given by error.",84134,84309,175,1,2026-01-26T12:31:03Z
doc_7ceb_sent_00666,doc_7ceb,666,"This error is usually caused by incorrect ﬁle permissions or
missing ﬁles.",84310,84384,74,1,2026-01-26T12:31:03Z
doc_7ceb_sent_00667,doc_7ceb,667,"All directories in the path to the conﬁguration ﬁles must have execute (x) permission for the LSF administrator, and the actual
ﬁles must have read (r) permission.",84385,84549,163,1,2026-01-26T12:31:03Z
doc_7ceb_sent_00668,doc_7ceb,668,"Missing ﬁles might be caused by the following errors:
Incorrect path names in the lsf.conf ﬁle
Running LSF daemons on a host where the conﬁguration ﬁles are not installed
Having a symbolic link that points to a ﬁle or directory that does not exist
file(line): malloc failed
Memory allocation failed.",84549,84848,299,1,2026-01-26T12:31:03Z
doc_7ceb_sent_00669,doc_7ceb,669,"Either the host does not have enough available memory or swap space, or there is an internal error in the daemon.",84849,84963,113,1,2026-01-26T12:31:03Z
doc_7ceb_sent_00670,doc_7ceb,670,Check the program load and available swap space on the host.,84963,85023,60,1,2026-01-26T12:31:03Z
doc_7ceb_sent_00671,doc_7ceb,671,"If the swap space is full, you must add more swap space or run fewer (or
smaller) programs on that host.",85024,85129,104,1,2026-01-26T12:31:03Z
doc_7ceb_sent_00672,doc_7ceb,672,"auth_user: getservbyname(ident/tcp) failed: error; ident must be registered
in services
The LSF_AUTH=ident parameter is deﬁned in the lsf.conf ﬁle, but the ident/tcp service is not deﬁned in the services database. Add ident/tcp to
the services database, or remove the LSF_AUTH=ident parameter from the lsf.conf ﬁle and use the setuid root command on the LSF ﬁles that
require authentication.",85129,85521,391,1,2026-01-26T12:31:03Z
doc_7ceb_sent_00673,doc_7ceb,673,"auth_user: operation(<host>/<port>) failed: error
The LSF_AUTH=ident parameter is deﬁned in the lsf.conf ﬁle, but the LSF daemon failed to contact the identd daemon on the host. Check that
identd is deﬁned in inetd.conf and the identd daemon is running on host.",85521,85783,261,1,2026-01-26T12:31:03Z
doc_7ceb_sent_00674,doc_7ceb,674,"auth_user: Authentication data format error (rbuf=<data>) from
 auth_user: Authentication port mismatch (...) from
The LSF_AUTH=ident parameter is deﬁned in the lsf.conf ﬁle, but there is a protocol error between LSF and the ident daemon on host. Make
sure that the identd daemon on the host is conﬁgured correctly.",85783,86099,315,1,2026-01-26T12:31:03Z
doc_7ceb_sent_00675,doc_7ceb,675,"userok: Request from bad port
(<port_number>), denied
The LSF_AUTH=ident parameter is not deﬁned, and the LSF daemon received a request that originates from a non-privileged port. The request
is not serviced.",86099,86308,208,1,2026-01-26T12:31:03Z
doc_7ceb_sent_00676,doc_7ceb,676,"Set the LSF binary ﬁles to be owned by root with the setuid bit set, or deﬁne the LSF_AUTH=ident parameter and set up an ident server on all
hosts in the cluster.",86308,86470,162,1,2026-01-26T12:31:03Z
doc_7ceb_sent_00677,doc_7ceb,677,"If the ﬁles are on an NFS-mounted ﬁle system, make sure that the ﬁle system is not mounted with the nosuid flag.",86471,86584,112,1,2026-01-26T12:31:03Z
doc_7ceb_sent_00678,doc_7ceb,678,"userok: Forged username suspected from
<claimed_user>/<actual_user>",86584,86652,67,1,2026-01-26T12:31:03Z
doc_7ceb_sent_00679,doc_7ceb,679,The service request claimed to come from user claimed_user but ident authentication returned that the user was actual_user.,86652,86775,123,1,2026-01-26T12:31:03Z
doc_7ceb_sent_00680,doc_7ceb,680,"The request
was not serviced.",86776,86806,29,1,2026-01-26T12:31:03Z
doc_7ceb_sent_00681,doc_7ceb,681,"userok: ruserok(<host>,<uid>) failed
The LSF_USE_HOSTEQUIV parameter is deﬁned in the lsf.conf ﬁle, but host is not set up as an equivalent host in /etc/host.equiv, and user uid
is not set up in a .rhosts ﬁle.
init_AcceptSock: RES service(res) not registered,
exiting
init_AcceptSock: res/tcp: unknown service,
exiting
initSock: LIM service not
registered.",86806,87163,356,1,2026-01-26T12:31:03Z
doc_7ceb_sent_00682,doc_7ceb,682,initSock: Service lim/udp is unknown.,87163,87200,37,1,2026-01-26T12:31:03Z
doc_7ceb_sent_00683,doc_7ceb,683,"Read LSF Guide
for help
get_ports: <serv> service not registered
The LSF services are not registered.
init_AcceptSock: Can’t bind daemon socket to port <port>:",87201,87360,159,1,2026-01-26T12:31:03Z
doc_7ceb_sent_00684,doc_7ceb,684,"error,
exiting
init_ServSock: Could not bind socket to port <port>:
error
These error messages can occur if you try to start a second LSF daemon (for example, RES is already running, and you run RES again).",87361,87567,206,1,2026-01-26T12:31:03Z
doc_7ceb_sent_00685,doc_7ceb,685,"If so,
and you want to start the new daemon, kill the running daemon or use the lsadmin or badmin commands to shut down or restart the daemon.",87568,87711,142,1,2026-01-26T12:31:03Z
doc_7ceb_sent_00686,doc_7ceb,686,"Conﬁguration errors
The following messages are caused by problems in the LSF conﬁguration ﬁles.",87711,87806,95,1,2026-01-26T12:31:03Z
doc_7ceb_sent_00687,doc_7ceb,687,"General errors are listed ﬁrst, and then errors from speciﬁc ﬁles.",87807,87874,66,1,2026-01-26T12:31:03Z
doc_7ceb_sent_00688,doc_7ceb,688,"file(line): Section name expected after Begin; ignoring
section
file(line): Invalid section name name; ignoring
section",87874,87994,119,1,2026-01-26T12:31:03Z
doc_7ceb_sent_00689,doc_7ceb,689,"The keyword Begin at the speciﬁed line is not followed by a section name, or is followed by an unrecognized section name.",87994,88116,121,1,2026-01-26T12:31:03Z
doc_7ceb_sent_00690,doc_7ceb,690,"file(line): section section: Premature EOF
The end of ﬁle was reached before reading the End section line for the named section.",88116,88245,128,1,2026-01-26T12:31:03Z
doc_7ceb_sent_00691,doc_7ceb,691,"file(line): keyword line format error for section section; Ignore this
section
The ﬁrst line of the section must contain a list of keywords.",88245,88385,140,1,2026-01-26T12:31:03Z
doc_7ceb_sent_00692,doc_7ceb,692,"This error is logged when the keyword line is incorrect or contains an unrecognized
keyword.",88386,88479,92,1,2026-01-26T12:31:03Z
doc_7ceb_sent_00693,doc_7ceb,693,"file(line): values do not match keys for section section; Ignoring
line
The number of ﬁelds on a line in a conﬁguration section does not match the number of keywords. This error can be caused by not putting () in
a column to represent the default value.",88479,88733,253,1,2026-01-26T12:31:03Z
doc_7ceb_sent_00694,doc_7ceb,694,"file: HostModel section missing or invalid
file: Resource
section missing or invalid
file: HostType section missing or
invalid
The HostModel, Resource, or HostType section in the lsf.shared ﬁle is either missing or contains an unrecoverable error.",88733,88981,247,1,2026-01-26T12:31:03Z
doc_7ceb_sent_00695,doc_7ceb,695,file(line): Name name reserved or previously defined.,88981,89034,53,1,2026-01-26T12:31:03Z
doc_7ceb_sent_00696,doc_7ceb,696,"Ignoring
index
The name that is assigned to an external load index must not be the same as any built-in or previously deﬁned resource or load index.",89035,89184,148,1,2026-01-26T12:31:03Z
doc_7ceb_sent_00697,doc_7ceb,697,"Duplicate cluster name name in section cluster. Ignoring current
line
A cluster name is deﬁned twice in the same lsf.shared ﬁle.",89196,89324,128,1,2026-01-26T12:31:03Z
doc_7ceb_sent_00698,doc_7ceb,698,The second deﬁnition is ignored.,89325,89358,32,1,2026-01-26T12:31:03Z
doc_7ceb_sent_00699,doc_7ceb,699,file(line): Bad cpuFactor for host model model.,89358,89405,47,1,2026-01-26T12:31:03Z
doc_7ceb_sent_00700,doc_7ceb,700,"Ignoring
line
The CPU factor declared for the named host model in the lsf.shared ﬁle is not a valid number.",89406,89514,107,1,2026-01-26T12:31:03Z
doc_7ceb_sent_00701,doc_7ceb,701,"Too many host models, ignoring model name
You can declare a maximum of 127 host models in the lsf.shared ﬁle.
file(line): Resource name name too long in section resource. Should be less
than 40 characters.",89526,89731,205,1,2026-01-26T12:31:03Z
doc_7ceb_sent_00702,doc_7ceb,702,"Ignoring line
The maximum length of a resource name is 39 characters. Choose a shorter name for the resource.",89732,89842,109,1,2026-01-26T12:31:03Z
doc_7ceb_sent_00703,doc_7ceb,703,"file(line): Resource name name reserved or previously defined. Ignoring
line.",89842,89920,77,1,2026-01-26T12:31:03Z
doc_7ceb_sent_00704,doc_7ceb,704,You attempted to deﬁne a resource name that is reserved by LSF or already deﬁned in the lsf.shared ﬁle.,89920,90023,103,1,2026-01-26T12:31:03Z
doc_7ceb_sent_00705,doc_7ceb,705,"Choose another name for the
resource.
file(line): illegal character in resource name: name, section resource. Line
ignored.",90024,90148,123,1,2026-01-26T12:31:03Z
doc_7ceb_sent_00706,doc_7ceb,706,"Resource names must begin with a letter in the set [a-zA-Z], followed by letters, digits, or underscores [a-zA-Z0-9_].",90148,90267,118,1,2026-01-26T12:31:03Z
doc_7ceb_sent_00707,doc_7ceb,707,"LIM messages
The following messages are logged by the LIM:
findHostbyAddr/<proc>: Host <host>/<port> is unknown by
<myhostname>
function: Gethostbyaddr_(<host>/<port>) failed:",90267,90443,175,1,2026-01-26T12:31:03Z
doc_7ceb_sent_00708,doc_7ceb,708,"error
main: Request from unknown host <host>/<port>:
error
function: Received request from non-LSF host
The daemon does not recognize host. The request is not serviced. These messages can occur if host was added to the conﬁguration ﬁles, but
not all the daemons were reconﬁgured to read the new information. If the problem still occurs after reconﬁguring all the daemons, check
whether the host is a multi-addressed host.",90443,90865,421,1,2026-01-26T12:31:03Z
doc_7ceb_sent_00709,doc_7ceb,709,"rcvLoadVector: Sender (<host>/<port>) may have different
config?",90865,90930,64,1,2026-01-26T12:31:03Z
doc_7ceb_sent_00710,doc_7ceb,710,"MasterRegister: Sender (host) may have different
config?",90930,90987,56,1,2026-01-26T12:31:03Z
doc_7ceb_sent_00711,doc_7ceb,711,"LIM detected inconsistent conﬁguration information with the sending LIM. Run the lsadmin reconﬁg command so that all instance of LIM
have the same conﬁguration information.",90987,91160,172,1,2026-01-26T12:31:03Z
doc_7ceb_sent_00712,doc_7ceb,712,Note any hosts that failed to be contacted.,91160,91204,43,1,2026-01-26T12:31:03Z
doc_7ceb_sent_00713,doc_7ceb,713,rcvLoadVector: Got load from client-only host <host>/<port>.,91204,91264,60,1,2026-01-26T12:31:03Z
doc_7ceb_sent_00714,doc_7ceb,714,"Kill LIM on
A LIM is running on a client host. Run the following command, or go to the client host and kill the LIM daemon.",91265,91389,123,1,2026-01-26T12:31:03Z
doc_7ceb_sent_00715,doc_7ceb,715,"bctrld stop lim host
saveIndx: Unknown index name <name> from ELIM
LIM received an external load index name that is not deﬁned in the lsf.shared ﬁle.",91389,91538,149,1,2026-01-26T12:31:03Z
doc_7ceb_sent_00716,doc_7ceb,716,"If name is deﬁned in lsf.shared, reconﬁgure the LIM.
Otherwise, add name to the lsf.shared ﬁle and reconﬁgure all instances of LIM.",91539,91671,131,1,2026-01-26T12:31:03Z
doc_7ceb_sent_00717,doc_7ceb,717,saveIndx: ELIM over-riding value of index <name>,91671,91720,48,1,2026-01-26T12:31:03Z
doc_7ceb_sent_00718,doc_7ceb,718,This warning message is logged when the ELIM sent a value for one of the built-in index names.,91720,91814,94,1,2026-01-26T12:31:03Z
doc_7ceb_sent_00719,doc_7ceb,719,"LIM uses the value from ELIM in place of the
value that is obtained from the kernel.
getusr:",91815,91907,92,1,2026-01-26T12:31:03Z
doc_7ceb_sent_00720,doc_7ceb,720,"Protocol error on index number (cc=num): error
Protocol error between ELIM and LIM.",91964,92048,83,1,2026-01-26T12:31:03Z
doc_7ceb_sent_00721,doc_7ceb,721,"RES messages
The following messages are logged by the RES:
doacceptconn: getpwnam(<username>@<host>/<port>) failed:
error
doacceptconn: User <username> has uid <uid1> on client host
<host>/<port>, uid <uid2> on RES host; assume bad user
authRequest:
username/uid <userName>/<uid>@<host>/<port> does not
exist
authRequest: Submitter’s name <clname>@<clhost> is different from
name <lname> on this host
RES assumes that a user has the same user ID and user name on all the LSF hosts.",92048,92529,481,1,2026-01-26T12:31:03Z
doc_7ceb_sent_00722,doc_7ceb,722,"These messages occur if this assumption is violated. If the
user is allowed to use LSF for interactive remote execution, make sure the user’s account has the same user ID and user name on all LSF
hosts.",92530,92733,202,1,2026-01-26T12:31:03Z
doc_7ceb_sent_00723,doc_7ceb,723,"doacceptconn: root remote execution permission denied
authRequest:
root job submission rejected
Root tried to run or submit a job but LSF_ROOT_REX is not deﬁned in the lsf.conf ﬁle.",92733,92915,181,1,2026-01-26T12:31:03Z
doc_7ceb_sent_00724,doc_7ceb,724,"resControl: operation permission denied, uid = <uid>",92915,92968,52,1,2026-01-26T12:31:03Z
doc_7ceb_sent_00725,doc_7ceb,725,"The user with user ID uid is not allowed to make RES control requests. Only the LSF administrator can make RES control requests. If the
LSF_ROOT_REX parameter is deﬁned in the lsf.confﬁle, can also make RES control requests.",92968,93193,224,1,2026-01-26T12:31:03Z
doc_7ceb_sent_00726,doc_7ceb,726,"resControl: access(respath, X_OK): error
The RES received a restart request, but failed to ﬁnd the ﬁle respath to re-execute itself. Ensure that respath contains the RES binary, and it
has execution permission.",93193,93404,210,1,2026-01-26T12:31:03Z
doc_7ceb_sent_00727,doc_7ceb,727,"mbatchd and sbatchd messages
The following messages are logged by the mbatchd and sbatchd daemons:
renewJob: Job <jobId>: rename(<from>,<to>) failed:
error
mbatchd failed in trying to resubmit a re-runnable job. Check that the ﬁle from exists and that the LSF administrator can rename the ﬁle.",93404,93697,293,1,2026-01-26T12:31:03Z
doc_7ceb_sent_00728,doc_7ceb,728,"If
from is in an AFS directory, check that the LSF administrator’s token processing is properly setup.",93698,93801,102,1,2026-01-26T12:31:03Z
doc_7ceb_sent_00729,doc_7ceb,729,"logJobInfo_: fopen(<logdir/info/jobfile>) failed:
error
logJobInfo_: write <logdir/info/jobfile> <data> failed:
error
logJobInfo_: seek <logdir/info/jobfile> failed:
error
logJobInfo_: write <logdir/info/jobfile> xdrpos <pos> failed:
error
logJobInfo_: write <logdir/info/jobfile>",93801,94081,280,1,2026-01-26T12:31:03Z
doc_7ceb_sent_00730,doc_7ceb,730,"close(<logdir/info/jobfile>) failed:
error
rmLogJobInfo: Job <jobId>: can’t unlink(<logdir/info/jobfile>):
error
rmLogJobInfo_:",94127,94254,127,1,2026-01-26T12:31:03Z
doc_7ceb_sent_00731,doc_7ceb,731,"Destination queue <queue> not found, switching to queue
<lost_and_found>
When the mbatchd daemon was reconﬁgured, jobs were found in queue but that queue is no longer in the conﬁguration.",95279,95467,187,1,2026-01-26T12:31:03Z
doc_7ceb_sent_00732,doc_7ceb,732,"replay_startjob: JobId <jobId>: exec host <host> not found, saving to host
<lost_and_found>
When the mbatchd daemon was reconﬁgured, the event log contained jobs that are dispatched to host, but that host is no longer conﬁgured
to be used by LSF.
do_restartReq: Failed to get hData of host <host_name>/<host_addr>",95467,95781,313,1,2026-01-26T12:31:03Z
doc_7ceb_sent_00733,doc_7ceb,733,"The mbatchd received a request from sbatchd on host host_name, but that host is not known to mbatchd. Either the conﬁguration ﬁle has
changed but mbatchd was not reconﬁgured to pick up the new conﬁguration, or host_name is a client host but the sbatchd daemon is
running on that host. Run the following badmin reconﬁgcommand to reconﬁgure the mbatchd daemon or kill the sbatchd daemon on
host_name.",95781,96180,398,1,2026-01-26T12:31:03Z
doc_7ceb_sent_00734,doc_7ceb,734,"LSF command messages
LSF daemon (LIM) not responding ... still trying
During LIM restart, LSF commands might fail and display this error message.",96180,96325,145,1,2026-01-26T12:31:03Z
doc_7ceb_sent_00735,doc_7ceb,735,"User programs that are linked to the LIM API also fail for the same
reason.",96326,96401,75,1,2026-01-26T12:31:03Z
doc_7ceb_sent_00736,doc_7ceb,736,"This message is displayed when LIM running on the management host list or server host list is restarted after conﬁguration changes, such as
adding new resources, or binary upgrade.",96402,96583,180,1,2026-01-26T12:31:03Z
doc_7ceb_sent_00737,doc_7ceb,737,"Use the LSF_LIM_API_NTRIES parameter in the lsf.conf ﬁle or as an environment variable to deﬁne how many times LSF commands retry to
communicate with the LIM API while LIM is not available.",96583,96772,189,1,2026-01-26T12:31:03Z
doc_7ceb_sent_00738,doc_7ceb,738,"The LSF_LIM_API_NTRIES parameter is ignored by LSF and EGO daemons and all EGO
commands.",96773,96862,88,1,2026-01-26T12:31:03Z
doc_7ceb_sent_00739,doc_7ceb,739,"When the LSB_API_VERBOSE=Y parameter is set in the lsf.conf ﬁle, LSF batch commands display the not responding retry error message to stderr
when LIM is not available.",96862,97030,167,1,2026-01-26T12:31:03Z
doc_7ceb_sent_00740,doc_7ceb,740,"When the LSB_API_VERBOSE=N parameter is set in the lsf.conf ﬁle, LSF batch commands do not display the retry error message when LIM is not
available.",97030,97180,149,1,2026-01-26T12:31:03Z
doc_7ceb_sent_00741,doc_7ceb,741,"Batch command client messages
LSF displays error messages when a batch command cannot communicate with the mbatchd daemon.",97180,97302,122,1,2026-01-26T12:31:03Z
doc_7ceb_sent_00742,doc_7ceb,742,"The following table provides a list of possible
error reasons and the associated error message output.",97303,97406,102,1,2026-01-26T12:31:03Z
doc_7ceb_sent_00743,doc_7ceb,743,"Point of failure Possible reason Error message output
Establishing a connection with the
mbatchd",97406,97502,96,1,2026-01-26T12:31:03Z
doc_7ceb_sent_00744,doc_7ceb,744,daemonThe mbatchd daemon is too busy to accept new connections.,97503,97566,63,1,2026-01-26T12:31:03Z
doc_7ceb_sent_00745,doc_7ceb,745,"The
connect() system call times out.",97567,97603,36,1,2026-01-26T12:31:03Z
doc_7ceb_sent_00746,doc_7ceb,746,"LSF is
processing your
request.",97603,97634,31,1,2026-01-26T12:31:03Z
doc_7ceb_sent_00747,doc_7ceb,747,"Please wait…
The mbatchd daemon is down or no process is listening at either the
LSB_MBD_PORT or the LSB_QUERY_PORTLSF is down.",97635,97762,127,1,2026-01-26T12:31:03Z
doc_7ceb_sent_00748,doc_7ceb,748,"Please
wait…
The mbatchd daemon is down and the LSB_QUERY_PORT is busy bhosts displays LSF is
down. Please wait. . .",97763,97880,116,1,2026-01-26T12:31:03Z
doc_7ceb_sent_00749,doc_7ceb,749,"bjobs displays Cannot
connect to
LSF.",97880,97917,37,1,2026-01-26T12:31:03Z
doc_7ceb_sent_00750,doc_7ceb,750,"Please wait…
Socket error on the client side Cannot connect to LSF.",97918,97986,67,1,2026-01-26T12:31:03Z
doc_7ceb_sent_00751,doc_7ceb,751,"Please wait…
connect() system call fails Cannot connect to LSF.",97986,98050,63,1,2026-01-26T12:31:03Z
doc_7ceb_sent_00752,doc_7ceb,752,"Please wait…
Internal library error Cannot connect to LSF.",98050,98109,58,1,2026-01-26T12:31:03Z
doc_7ceb_sent_00753,doc_7ceb,753,"Please wait…
Send/receive handshake message
to/from the mbatchd",98109,98172,63,1,2026-01-26T12:31:03Z
doc_7ceb_sent_00754,doc_7ceb,754,daemonThe mbatchd daemon is busy.,98173,98206,33,1,2026-01-26T12:31:03Z
doc_7ceb_sent_00755,doc_7ceb,755,"Client times out when LSF is waiting to
receive a message from mbatchd.",98207,98278,71,1,2026-01-26T12:31:03Z
doc_7ceb_sent_00756,doc_7ceb,756,"LSF is
processing your
request.",98278,98309,31,1,2026-01-26T12:31:03Z
doc_7ceb_sent_00757,doc_7ceb,757,"Please wait…
Socket read()/write() fails Cannot connect to LSF.",98310,98374,63,1,2026-01-26T12:31:03Z
doc_7ceb_sent_00758,doc_7ceb,758,"Please wait…
Internal library error Cannot connect to LSF.",98374,98433,58,1,2026-01-26T12:31:03Z
doc_7ceb_sent_00759,doc_7ceb,759,"Please wait…
EGO command messages
You cannot run the egosh command because the administrator has chosen not
 to enable EGO in lsf.conf: LSF_ENABLE_EGO=N.
If EGO is not enabled, the egosh command cannot ﬁnd the ego.conf ﬁle or cannot contact the vemkd daemon (likely because it is not started).",98433,98726,293,1,2026-01-26T12:31:03Z
doc_84a2_sent_00001,doc_84a2,1,"Installing LSF with the most current ﬁx pack level
Procedure
Download and install LSF with the most current ﬁx pack level. Install with the same cluster name and cluster administrator that you have for your
existing cluster.",0,225,224,1,2026-01-26T12:31:03Z
doc_84a2_sent_00002,doc_84a2,2,"Copying and editing LSF conﬁguration and work ﬁles
About this task
Note: LSF 10.1.0 no longer uses the ego.cluster and ego.shared ﬁles.",225,360,135,1,2026-01-26T12:31:03Z
doc_84a2_sent_00003,doc_84a2,3,"Therefore, if you are updating from LSF Update 3 or higher, you do not need to
do the following steps for the ego.cluster and ego.shared ﬁles.",361,504,142,1,2026-01-26T12:31:03Z
doc_84a2_sent_00004,doc_84a2,4,"In this procedure, _old refers to conﬁguration ﬁle paths for the existing cluster, and _new refers to conﬁguration ﬁle paths for the new cluster.",504,650,145,1,2026-01-26T12:31:03Z
doc_84a2_sent_00005,doc_84a2,5,"Procedure
1.",650,662,12,1,2026-01-26T12:31:03Z
doc_84a2_sent_00006,doc_84a2,6,"Migrate values from the old lsf.conf ﬁle to the new lsf.conf ﬁle:
a. Open the old lsf.conf ﬁle from LSF_ENVDIR_old\
b.",663,781,118,1,2026-01-26T12:31:03Z
doc_84a2_sent_00007,doc_84a2,7,"Open the new lsf.conf ﬁle from LSF_ENVDIR_new\
c. Migrate the values from the old ﬁle to the new one.",782,884,101,1,2026-01-26T12:31:03Z
doc_84a2_sent_00008,doc_84a2,8,Remember: The new lsf.conf ﬁle contains the correct conﬁguration path values for the new directory structure changes.,884,1002,117,1,2026-01-26T12:31:03Z
doc_84a2_sent_00009,doc_84a2,9,Copy the old passwd.lsfuser ﬁle to the new cluster.,1005,1057,51,1,2026-01-26T12:31:03Z
doc_84a2_sent_00010,doc_84a2,10,"Copy LSF_ENVDIR_old\passwd.lsfuser to LSF_ENVDIR_new\passwd.lsfuser
3.",1057,1127,70,1,2026-01-26T12:31:03Z
doc_84a2_sent_00011,doc_84a2,11,Copy all old LSF batch conﬁguration ﬁles to the new cluster.,1128,1189,60,1,2026-01-26T12:31:03Z
doc_84a2_sent_00012,doc_84a2,12,"Copy LSB_CONFDIR_old\cluster_name\configdir\* to LSB_CONFDIR_new\cluster_name\configdir\
4.",1189,1280,91,1,2026-01-26T12:31:03Z
doc_84a2_sent_00013,doc_84a2,13,Copy all old LSF batch work ﬁles to the new cluster.,1281,1334,52,1,2026-01-26T12:31:03Z
doc_84a2_sent_00014,doc_84a2,14,"Copy LSB_SHAREDIR_old\cluster_name\* to LSB_SHAREDIR_new\cluster_name\
Copying EGO conﬁguration and work ﬁles
Procedure
1.",1334,1456,122,1,2026-01-26T12:31:03Z
doc_84a2_sent_00015,doc_84a2,15,"Does your existing cluster deﬁne an EGO consumer tree, an EGO resource group, or EGO users?",1457,1549,91,1,2026-01-26T12:31:03Z
doc_84a2_sent_00016,doc_84a2,16,"If no, go to step 2.",1549,1570,20,1,2026-01-26T12:31:03Z
doc_84a2_sent_00017,doc_84a2,17,"If yes, copy all old EGO XML conﬁguration ﬁles to the new cluster, and then go to step 2.",1570,1660,89,1,2026-01-26T12:31:03Z
doc_84a2_sent_00018,doc_84a2,18,"Copy EGO_CONFDIR_old\*.xml to EGO_CONFDIR_new\
2.",1660,1709,49,1,2026-01-26T12:31:03Z
doc_84a2_sent_00019,doc_84a2,19,"Copy the old EGO password ﬁle to the new cluster:
Copy EGO_CONFDIR_old\passwd.ego to EGO_CONFDIR_new\passwd.ego
3.",1710,1824,114,1,2026-01-26T12:31:03Z
doc_84a2_sent_00020,doc_84a2,20,"Copy the old EGO work directory to the new cluster:
Copy EGO_WORKDIR_old\* to EGO_WORKDIR_new\
Starting the new cluster
Procedure
1.",1825,1957,132,1,2026-01-26T12:31:03Z
doc_84a2_sent_00021,doc_84a2,21,Start the new LSF cluster.,1958,1985,26,1,2026-01-26T12:31:03Z
doc_84a2_sent_00022,doc_84a2,22,"lsfstartup
2.",1985,1998,13,1,2026-01-26T12:31:03Z
doc_84a2_sent_00023,doc_84a2,23,Activate all queues to start jobs that are remaining from the original cluster.,1999,2079,79,1,2026-01-26T12:31:03Z
doc_84a2_sent_00024,doc_84a2,24,"To activate all LSF queues, run:
badmin qact all
3.",2079,2130,51,1,2026-01-26T12:31:03Z
doc_84a2_sent_00025,doc_84a2,25,Submit all new work to the new cluster.,2131,2171,39,1,2026-01-26T12:31:03Z
doc_84a2_sent_00026,doc_84a2,26,"Run jobs with IBM Spectrum LSF
Run, monitor, and control your jobs that are submitted to LSF.",2171,2265,93,1,2026-01-26T12:31:03Z
doc_84a2_sent_00027,doc_84a2,27,"About IBM Spectrum LSF
 Working with jobs
 Monitoring jobs",2265,2323,58,1,2026-01-26T12:31:03Z
