lemma_id,doc_id,sent_idx,sentence,tokens_json,lemmas_json,lemmas_with_case_json,lemmatized_text,lemmatized_text_with_case,pos_tags_json,cleaned_version,created_at
526,doc_7ceb,255,"Managing LSF Job Execution
LSF Command Reference
Submit batch jobs with bsub
The bsub command submits jobs to LSF batch scheduling queues.","[""Managing"", ""LSF"", ""Job"", ""Execution"", ""\n"", ""LSF"", ""Command"", ""Reference"", ""\n"", ""Submit"", ""batch"", ""jobs"", ""with"", ""bsub"", ""\n"", ""The"", ""bsub"", ""command"", ""submits"", ""jobs"", ""to"", ""LSF"", ""batch"", ""scheduling"", ""queues"", "".""]","[""manage"", ""LSF"", ""Job"", ""Execution"", ""\n"", ""LSF"", ""Command"", ""Reference"", ""\n"", ""Submit"", ""batch"", ""job"", ""with"", ""bsub"", ""\n"", ""the"", ""bsub"", ""command"", ""submit"", ""job"", ""to"", ""LSF"", ""batch"", ""scheduling"", ""queue"", "".""]","[""Manage"", ""LSF"", ""Job"", ""Execution"", ""\n"", ""LSF"", ""Command"", ""Reference"", ""\n"", ""Submit"", ""batch"", ""job"", ""with"", ""bsub"", ""\n"", ""The"", ""bsub"", ""command"", ""submit"", ""job"", ""to"", ""LSF"", ""batch"", ""scheduling"", ""queue"", "".""]","manage LSF Job Execution 
 LSF Command Reference 
 Submit batch job with bsub 
 the bsub command submit job to LSF batch scheduling queue .","Manage LSF Job Execution 
 LSF Command Reference 
 Submit batch job with bsub 
 The bsub command submit job to LSF batch scheduling queue .","[""VERB"", ""PROPN"", ""PROPN"", ""PROPN"", ""SPACE"", ""PROPN"", ""PROPN"", ""PROPN"", ""SPACE"", ""PROPN"", ""NOUN"", ""NOUN"", ""ADP"", ""NOUN"", ""SPACE"", ""DET"", ""NOUN"", ""NOUN"", ""VERB"", ""NOUN"", ""ADP"", ""PROPN"", ""NOUN"", ""NOUN"", ""NOUN"", ""PUNCT""]",1,2025-12-02T14:35:33Z
527,doc_7ceb,256,"The following command submits a sleep job to the default queue (normal):
% bsub sleep 60
Job <3616> is submitted to default queue <normal>.","[""The"", ""following"", ""command"", ""submits"", ""a"", ""sleep"", ""job"", ""to"", ""the"", ""default"", ""queue"", ""("", ""normal"", ""):"", ""\n"", ""%"", ""bsub"", ""sleep"", ""60"", ""\n"", ""Job"", ""<"", ""3616"", "">"", ""is"", ""submitted"", ""to"", ""default"", ""queue"", ""<"", ""normal"", "">"", "".""]","[""the"", ""follow"", ""command"", ""submit"", ""a"", ""sleep"", ""job"", ""to"", ""the"", ""default"", ""queue"", ""("", ""normal"", ""):"", ""\n"", ""%"", ""bsub"", ""sleep"", ""60"", ""\n"", ""Job"", ""<"", ""3616"", "">"", ""be"", ""submit"", ""to"", ""default"", ""queue"", ""<"", ""normal"", "">"", "".""]","[""The"", ""follow"", ""command"", ""submit"", ""a"", ""sleep"", ""job"", ""to"", ""the"", ""default"", ""queue"", ""("", ""normal"", ""):"", ""\n"", ""%"", ""bsub"", ""sleep"", ""60"", ""\n"", ""Job"", ""<"", ""3616"", "">"", ""be"", ""submit"", ""to"", ""default"", ""queue"", ""<"", ""normal"", "">"", "".""]","the follow command submit a sleep job to the default queue ( normal ): 
 % bsub sleep 60 
 Job < 3616 > be submit to default queue < normal > .","The follow command submit a sleep job to the default queue ( normal ): 
 % bsub sleep 60 
 Job < 3616 > be submit to default queue < normal > .","[""DET"", ""VERB"", ""NOUN"", ""VERB"", ""DET"", ""NOUN"", ""NOUN"", ""ADP"", ""DET"", ""NOUN"", ""NOUN"", ""PUNCT"", ""ADJ"", ""ADJ"", ""SPACE"", ""NOUN"", ""NOUN"", ""VERB"", ""NUM"", ""SPACE"", ""PROPN"", ""PROPN"", ""NUM"", ""X"", ""AUX"", ""VERB"", ""ADP"", ""NOUN"", ""NOUN"", ""X"", ""ADJ"", ""X"", ""PUNCT""]",1,2025-12-02T14:35:33Z
528,doc_7ceb,257,"When a job is submitted to LSF, it is assigned a unique job ID, in this case 3616.","[""When"", ""a"", ""job"", ""is"", ""submitted"", ""to"", ""LSF"", "","", ""it"", ""is"", ""assigned"", ""a"", ""unique"", ""job"", ""ID"", "","", ""in"", ""this"", ""case"", ""3616"", "".""]","[""when"", ""a"", ""job"", ""be"", ""submit"", ""to"", ""LSF"", "","", ""it"", ""be"", ""assign"", ""a"", ""unique"", ""job"", ""ID"", "","", ""in"", ""this"", ""case"", ""3616"", "".""]","[""When"", ""a"", ""job"", ""be"", ""submit"", ""to"", ""LSF"", "","", ""it"", ""be"", ""assign"", ""a"", ""unique"", ""job"", ""ID"", "","", ""in"", ""this"", ""case"", ""3616"", "".""]","when a job be submit to LSF , it be assign a unique job ID , in this case 3616 .","When a job be submit to LSF , it be assign a unique job ID , in this case 3616 .","[""SCONJ"", ""DET"", ""NOUN"", ""AUX"", ""VERB"", ""ADP"", ""PROPN"", ""PUNCT"", ""PRON"", ""AUX"", ""VERB"", ""DET"", ""ADJ"", ""NOUN"", ""PROPN"", ""PUNCT"", ""ADP"", ""DET"", ""NOUN"", ""NUM"", ""PUNCT""]",1,2025-12-02T14:35:33Z
529,doc_7ceb,258,You can specify a wide range of job options on the bsub command.,"[""You"", ""can"", ""specify"", ""a"", ""wide"", ""range"", ""of"", ""job"", ""options"", ""on"", ""the"", ""bsub"", ""command"", "".""]","[""you"", ""can"", ""specify"", ""a"", ""wide"", ""range"", ""of"", ""job"", ""option"", ""on"", ""the"", ""bsub"", ""command"", "".""]","[""You"", ""can"", ""specify"", ""a"", ""wide"", ""range"", ""of"", ""job"", ""option"", ""on"", ""the"", ""bsub"", ""command"", "".""]",you can specify a wide range of job option on the bsub command .,You can specify a wide range of job option on the bsub command .,"[""PRON"", ""AUX"", ""VERB"", ""DET"", ""ADJ"", ""NOUN"", ""ADP"", ""NOUN"", ""NOUN"", ""ADP"", ""DET"", ""NOUN"", ""NOUN"", ""PUNCT""]",1,2025-12-02T14:35:33Z
530,doc_7ceb,259,"For example, you can specify a queue, and the job command sleep 60 is the last
option:","[""For"", ""example"", "","", ""you"", ""can"", ""specify"", ""a"", ""queue"", "","", ""and"", ""the"", ""job"", ""command"", ""sleep"", ""60"", ""is"", ""the"", ""last"", ""\n"", ""option"", "":""]","[""for"", ""example"", "","", ""you"", ""can"", ""specify"", ""a"", ""queue"", "","", ""and"", ""the"", ""job"", ""command"", ""sleep"", ""60"", ""be"", ""the"", ""last"", ""\n"", ""option"", "":""]","[""For"", ""example"", "","", ""you"", ""can"", ""specify"", ""a"", ""queue"", "","", ""and"", ""the"", ""job"", ""command"", ""sleep"", ""60"", ""be"", ""the"", ""last"", ""\n"", ""option"", "":""]","for example , you can specify a queue , and the job command sleep 60 be the last 
 option :","For example , you can specify a queue , and the job command sleep 60 be the last 
 option :","[""ADP"", ""NOUN"", ""PUNCT"", ""PRON"", ""AUX"", ""VERB"", ""DET"", ""NOUN"", ""PUNCT"", ""CCONJ"", ""DET"", ""NOUN"", ""NOUN"", ""NOUN"", ""NUM"", ""AUX"", ""DET"", ""ADJ"", ""SPACE"", ""NOUN"", ""PUNCT""]",1,2025-12-02T14:35:33Z
531,doc_7ceb,260,"% bsub -q short sleep 60
Job <3628> is submitted to queue <short>.","[""%"", ""bsub"", ""-q"", ""short"", ""sleep"", ""60"", ""\n"", ""Job"", ""<"", ""3628"", "">"", ""is"", ""submitted"", ""to"", ""queue"", ""<"", ""short"", "">"", "".""]","[""%"", ""bsub"", ""-q"", ""short"", ""sleep"", ""60"", ""\n"", ""Job"", ""<"", ""3628"", "">"", ""be"", ""submit"", ""to"", ""queue"", ""<"", ""short"", "">"", "".""]","[""%"", ""bsub"", ""-q"", ""short"", ""sleep"", ""60"", ""\n"", ""Job"", ""<"", ""3628"", "">"", ""be"", ""submit"", ""to"", ""queue"", ""<"", ""short"", "">"", "".""]","% bsub -q short sleep 60 
 Job < 3628 > be submit to queue < short > .","% bsub -q short sleep 60 
 Job < 3628 > be submit to queue < short > .","[""INTJ"", ""INTJ"", ""PUNCT"", ""ADJ"", ""NOUN"", ""NUM"", ""SPACE"", ""PROPN"", ""X"", ""NUM"", ""X"", ""AUX"", ""VERB"", ""ADP"", ""NOUN"", ""X"", ""ADJ"", ""X"", ""PUNCT""]",1,2025-12-02T14:35:33Z
532,doc_7ceb,261,"What LSF does with job output
By default, when the job is ﬁnished, LSF sends email with a job report and any output and error messages to the user account from which the job was
submitted.","[""What"", ""LSF"", ""does"", ""with"", ""job"", ""output"", ""\n"", ""By"", ""default"", "","", ""when"", ""the"", ""job"", ""is"", ""ﬁnished"", "","", ""LSF"", ""sends"", ""email"", ""with"", ""a"", ""job"", ""report"", ""and"", ""any"", ""output"", ""and"", ""error"", ""messages"", ""to"", ""the"", ""user"", ""account"", ""from"", ""which"", ""the"", ""job"", ""was"", ""\n"", ""submitted"", "".""]","[""what"", ""LSF"", ""do"", ""with"", ""job"", ""output"", ""\n"", ""by"", ""default"", "","", ""when"", ""the"", ""job"", ""be"", ""ﬁnishe"", "","", ""LSF"", ""send"", ""email"", ""with"", ""a"", ""job"", ""report"", ""and"", ""any"", ""output"", ""and"", ""error"", ""message"", ""to"", ""the"", ""user"", ""account"", ""from"", ""which"", ""the"", ""job"", ""be"", ""\n"", ""submit"", "".""]","[""What"", ""LSF"", ""do"", ""with"", ""job"", ""output"", ""\n"", ""By"", ""default"", "","", ""when"", ""the"", ""job"", ""be"", ""ﬁnishe"", "","", ""LSF"", ""send"", ""email"", ""with"", ""a"", ""job"", ""report"", ""and"", ""any"", ""output"", ""and"", ""error"", ""message"", ""to"", ""the"", ""user"", ""account"", ""from"", ""which"", ""the"", ""job"", ""be"", ""\n"", ""submit"", "".""]","what LSF do with job output 
 by default , when the job be ﬁnishe , LSF send email with a job report and any output and error message to the user account from which the job be 
 submit .","What LSF do with job output 
 By default , when the job be ﬁnishe , LSF send email with a job report and any output and error message to the user account from which the job be 
 submit .","[""PRON"", ""PROPN"", ""AUX"", ""ADP"", ""NOUN"", ""NOUN"", ""SPACE"", ""ADP"", ""NOUN"", ""PUNCT"", ""SCONJ"", ""DET"", ""NOUN"", ""AUX"", ""VERB"", ""PUNCT"", ""PROPN"", ""VERB"", ""NOUN"", ""ADP"", ""DET"", ""NOUN"", ""NOUN"", ""CCONJ"", ""DET"", ""NOUN"", ""CCONJ"", ""NOUN"", ""NOUN"", ""ADP"", ""DET"", ""NOUN"", ""NOUN"", ""ADP"", ""DET"", ""DET"", ""NOUN"", ""AUX"", ""SPACE"", ""VERB"", ""PUNCT""]",1,2025-12-02T14:35:33Z
533,doc_7ceb,262,You can optionally save standard output and standard error to ﬁles with the -o and -e options.,"[""You"", ""can"", ""optionally"", ""save"", ""standard"", ""output"", ""and"", ""standard"", ""error"", ""to"", ""ﬁles"", ""with"", ""the"", ""-o"", ""and"", ""-e"", ""options"", "".""]","[""you"", ""can"", ""optionally"", ""save"", ""standard"", ""output"", ""and"", ""standard"", ""error"", ""to"", ""ﬁle"", ""with"", ""the"", ""-o"", ""and"", ""-e"", ""option"", "".""]","[""You"", ""can"", ""optionally"", ""save"", ""standard"", ""output"", ""and"", ""standard"", ""error"", ""to"", ""ﬁle"", ""with"", ""the"", ""-o"", ""and"", ""-e"", ""option"", "".""]",you can optionally save standard output and standard error to ﬁle with the -o and -e option .,You can optionally save standard output and standard error to ﬁle with the -o and -e option .,"[""PRON"", ""AUX"", ""ADV"", ""VERB"", ""ADJ"", ""NOUN"", ""CCONJ"", ""ADJ"", ""NOUN"", ""ADP"", ""NOUN"", ""ADP"", ""DET"", ""PROPN"", ""CCONJ"", ""PUNCT"", ""NOUN"", ""PUNCT""]",1,2025-12-02T14:35:33Z
534,doc_7ceb,263,"The following command appends the standard output and standard error of the job to the ﬁles output.3640 and errors.3640 in the jobs subdirectory
of the home directory of user1.","[""The"", ""following"", ""command"", ""appends"", ""the"", ""standard"", ""output"", ""and"", ""standard"", ""error"", ""of"", ""the"", ""job"", ""to"", ""the"", ""ﬁles"", ""output.3640"", ""and"", ""errors.3640"", ""in"", ""the"", ""jobs"", ""subdirectory"", ""\n"", ""of"", ""the"", ""home"", ""directory"", ""of"", ""user1"", "".""]","[""the"", ""following"", ""command"", ""append"", ""the"", ""standard"", ""output"", ""and"", ""standard"", ""error"", ""of"", ""the"", ""job"", ""to"", ""the"", ""ﬁle"", ""output.3640"", ""and"", ""errors.3640"", ""in"", ""the"", ""job"", ""subdirectory"", ""\n"", ""of"", ""the"", ""home"", ""directory"", ""of"", ""user1"", "".""]","[""The"", ""following"", ""command"", ""append"", ""the"", ""standard"", ""output"", ""and"", ""standard"", ""error"", ""of"", ""the"", ""job"", ""to"", ""the"", ""ﬁle"", ""output.3640"", ""and"", ""errors.3640"", ""in"", ""the"", ""job"", ""subdirectory"", ""\n"", ""of"", ""the"", ""home"", ""directory"", ""of"", ""user1"", "".""]","the following command append the standard output and standard error of the job to the ﬁle output.3640 and errors.3640 in the job subdirectory 
 of the home directory of user1 .","The following command append the standard output and standard error of the job to the ﬁle output.3640 and errors.3640 in the job subdirectory 
 of the home directory of user1 .","[""DET"", ""ADJ"", ""NOUN"", ""VERB"", ""DET"", ""ADJ"", ""NOUN"", ""CCONJ"", ""ADJ"", ""NOUN"", ""ADP"", ""DET"", ""NOUN"", ""ADP"", ""DET"", ""NOUN"", ""PROPN"", ""CCONJ"", ""PROPN"", ""ADP"", ""DET"", ""NOUN"", ""NOUN"", ""SPACE"", ""ADP"", ""DET"", ""NOUN"", ""NOUN"", ""ADP"", ""NOUN"", ""PUNCT""]",1,2025-12-02T14:35:33Z
535,doc_7ceb,264,"% bsub -q short -o /home/user1/job/output.%J -e /home/user1/job/errors.%J ls -l
Job <3640> is submitted to queue <short>.","[""%"", ""bsub"", ""-q"", ""short"", ""-o"", ""/home"", ""/"", ""user1"", ""/"", ""job"", ""/"", ""output.%J"", ""-e"", ""/home"", ""/"", ""user1"", ""/"", ""job"", ""/"", ""errors.%J"", ""ls"", ""-l"", ""\n"", ""Job"", ""<"", ""3640"", "">"", ""is"", ""submitted"", ""to"", ""queue"", ""<"", ""short"", "">"", "".""]","[""%"", ""bsub"", ""-q"", ""short"", ""-o"", ""/home"", ""/"", ""user1"", ""/"", ""job"", ""/"", ""output.%J"", ""-e"", ""/home"", ""/"", ""user1"", ""/"", ""job"", ""/"", ""errors.%J"", ""ls"", ""-l"", ""\n"", ""Job"", ""<"", ""3640"", "">"", ""be"", ""submit"", ""to"", ""queue"", ""<"", ""short"", "">"", "".""]","[""%"", ""bsub"", ""-q"", ""short"", ""-o"", ""/home"", ""/"", ""user1"", ""/"", ""job"", ""/"", ""output.%J"", ""-e"", ""/home"", ""/"", ""user1"", ""/"", ""job"", ""/"", ""errors.%J"", ""ls"", ""-l"", ""\n"", ""Job"", ""<"", ""3640"", "">"", ""be"", ""submit"", ""to"", ""queue"", ""<"", ""short"", "">"", "".""]","% bsub -q short -o /home / user1 / job / output.%J -e /home / user1 / job / errors.%J ls -l 
 Job < 3640 > be submit to queue < short > .","% bsub -q short -o /home / user1 / job / output.%J -e /home / user1 / job / errors.%J ls -l 
 Job < 3640 > be submit to queue < short > .","[""INTJ"", ""INTJ"", ""X"", ""ADJ"", ""INTJ"", ""ADJ"", ""SYM"", ""PROPN"", ""SYM"", ""NOUN"", ""SYM"", ""PROPN"", ""PUNCT"", ""ADJ"", ""SYM"", ""PROPN"", ""SYM"", ""NOUN"", ""SYM"", ""PROPN"", ""PROPN"", ""PROPN"", ""SPACE"", ""PROPN"", ""PROPN"", ""NUM"", ""X"", ""AUX"", ""VERB"", ""ADP"", ""NOUN"", ""X"", ""ADJ"", ""X"", ""PUNCT""]",1,2025-12-02T14:35:33Z
536,doc_7ceb,265,The %J variable is replaced by the job ID when the ﬁles are created.,"[""The"", ""%"", ""J"", ""variable"", ""is"", ""replaced"", ""by"", ""the"", ""job"", ""ID"", ""when"", ""the"", ""ﬁles"", ""are"", ""created"", "".""]","[""the"", ""%"", ""J"", ""variable"", ""be"", ""replace"", ""by"", ""the"", ""job"", ""ID"", ""when"", ""the"", ""ﬁle"", ""be"", ""create"", "".""]","[""The"", ""%"", ""J"", ""variable"", ""be"", ""replace"", ""by"", ""the"", ""job"", ""ID"", ""when"", ""the"", ""ﬁle"", ""be"", ""create"", "".""]",the % J variable be replace by the job ID when the ﬁle be create .,The % J variable be replace by the job ID when the ﬁle be create .,"[""DET"", ""NOUN"", ""PROPN"", ""NOUN"", ""AUX"", ""VERB"", ""ADP"", ""DET"", ""NOUN"", ""PROPN"", ""SCONJ"", ""DET"", ""NOUN"", ""AUX"", ""VERB"", ""PUNCT""]",1,2025-12-02T14:35:33Z
537,doc_7ceb,266,Using %J helps you ﬁnd job output when you run a lot of jobs.,"[""Using"", ""%"", ""J"", ""helps"", ""you"", ""ﬁnd"", ""job"", ""output"", ""when"", ""you"", ""run"", ""a"", ""lot"", ""of"", ""jobs"", "".""]","[""use"", ""%"", ""J"", ""help"", ""you"", ""ﬁnd"", ""job"", ""output"", ""when"", ""you"", ""run"", ""a"", ""lot"", ""of"", ""job"", "".""]","[""Use"", ""%"", ""J"", ""help"", ""you"", ""ﬁnd"", ""job"", ""output"", ""when"", ""you"", ""run"", ""a"", ""lot"", ""of"", ""job"", "".""]",use % J help you ﬁnd job output when you run a lot of job .,Use % J help you ﬁnd job output when you run a lot of job .,"[""VERB"", ""NOUN"", ""PROPN"", ""VERB"", ""PRON"", ""PROPN"", ""NOUN"", ""NOUN"", ""SCONJ"", ""PRON"", ""VERB"", ""DET"", ""NOUN"", ""ADP"", ""NOUN"", ""PUNCT""]",1,2025-12-02T14:35:33Z
538,doc_7ceb,267,"Interactive batch jobs with bsub -I
To submit an interactive job through LSF, use the -I option:
The following command submits a batch interactive job that displays the output of the ls command:","[""Interactive"", ""batch"", ""jobs"", ""with"", ""bsub"", ""-I"", ""\n"", ""To"", ""submit"", ""an"", ""interactive"", ""job"", ""through"", ""LSF"", "","", ""use"", ""the"", ""-I"", ""option"", "":"", ""\n"", ""The"", ""following"", ""command"", ""submits"", ""a"", ""batch"", ""interactive"", ""job"", ""that"", ""displays"", ""the"", ""output"", ""of"", ""the"", ""ls"", ""command"", "":""]","[""interactive"", ""batch"", ""job"", ""with"", ""bsub"", ""-I"", ""\n"", ""to"", ""submit"", ""an"", ""interactive"", ""job"", ""through"", ""LSF"", "","", ""use"", ""the"", ""-I"", ""option"", "":"", ""\n"", ""the"", ""follow"", ""command"", ""submit"", ""a"", ""batch"", ""interactive"", ""job"", ""that"", ""display"", ""the"", ""output"", ""of"", ""the"", ""ls"", ""command"", "":""]","[""Interactive"", ""batch"", ""job"", ""with"", ""bsub"", ""-I"", ""\n"", ""To"", ""submit"", ""an"", ""interactive"", ""job"", ""through"", ""LSF"", "","", ""use"", ""the"", ""-I"", ""option"", "":"", ""\n"", ""The"", ""follow"", ""command"", ""submit"", ""a"", ""batch"", ""interactive"", ""job"", ""that"", ""display"", ""the"", ""output"", ""of"", ""the"", ""ls"", ""command"", "":""]","interactive batch job with bsub -I 
 to submit an interactive job through LSF , use the -I option : 
 the follow command submit a batch interactive job that display the output of the ls command :","Interactive batch job with bsub -I 
 To submit an interactive job through LSF , use the -I option : 
 The follow command submit a batch interactive job that display the output of the ls command :","[""ADJ"", ""NOUN"", ""NOUN"", ""ADP"", ""PROPN"", ""PROPN"", ""SPACE"", ""PART"", ""VERB"", ""DET"", ""ADJ"", ""NOUN"", ""ADP"", ""PROPN"", ""PUNCT"", ""VERB"", ""DET"", ""PROPN"", ""NOUN"", ""PUNCT"", ""SPACE"", ""DET"", ""VERB"", ""NOUN"", ""VERB"", ""DET"", ""NOUN"", ""ADJ"", ""NOUN"", ""PRON"", ""VERB"", ""DET"", ""NOUN"", ""ADP"", ""DET"", ""ADJ"", ""NOUN"", ""PUNCT""]",1,2025-12-02T14:35:33Z
539,doc_7ceb,268,"% bsub -I ls
To submit a batch interactive job by using a pseudo-terminal, use the bsub -Ip option.","[""%"", ""bsub"", ""-I"", ""ls"", ""\n"", ""To"", ""submit"", ""a"", ""batch"", ""interactive"", ""job"", ""by"", ""using"", ""a"", ""pseudo"", ""-"", ""terminal"", "","", ""use"", ""the"", ""bsub"", ""-Ip"", ""option"", "".""]","[""%"", ""bsub"", ""-I"", ""ls"", ""\n"", ""to"", ""submit"", ""a"", ""batch"", ""interactive"", ""job"", ""by"", ""use"", ""a"", ""pseudo"", ""-"", ""terminal"", "","", ""use"", ""the"", ""bsub"", ""-Ip"", ""option"", "".""]","[""%"", ""bsub"", ""-I"", ""ls"", ""\n"", ""To"", ""submit"", ""a"", ""batch"", ""interactive"", ""job"", ""by"", ""use"", ""a"", ""pseudo"", ""-"", ""terminal"", "","", ""use"", ""the"", ""bsub"", ""-Ip"", ""option"", "".""]","% bsub -I ls 
 to submit a batch interactive job by use a pseudo - terminal , use the bsub -Ip option .","% bsub -I ls 
 To submit a batch interactive job by use a pseudo - terminal , use the bsub -Ip option .","[""INTJ"", ""ADP"", ""PROPN"", ""PROPN"", ""SPACE"", ""PART"", ""VERB"", ""DET"", ""NOUN"", ""ADJ"", ""NOUN"", ""ADP"", ""VERB"", ""DET"", ""NOUN"", ""NOUN"", ""ADJ"", ""PUNCT"", ""VERB"", ""DET"", ""NOUN"", ""PUNCT"", ""NOUN"", ""PUNCT""]",1,2025-12-02T14:35:33Z
540,doc_7ceb,269,"To submit a batch interactive job and create a pseudo-terminal with shell mode support, use the bsub -Is option.","[""To"", ""submit"", ""a"", ""batch"", ""interactive"", ""job"", ""and"", ""create"", ""a"", ""pseudo"", ""-"", ""terminal"", ""with"", ""shell"", ""mode"", ""support"", "","", ""use"", ""the"", ""bsub"", ""-Is"", ""option"", "".""]","[""to"", ""submit"", ""a"", ""batch"", ""interactive"", ""job"", ""and"", ""create"", ""a"", ""pseudo"", ""-"", ""terminal"", ""with"", ""shell"", ""mode"", ""support"", "","", ""use"", ""the"", ""bsub"", ""-Is"", ""option"", "".""]","[""To"", ""submit"", ""a"", ""batch"", ""interactive"", ""job"", ""and"", ""create"", ""a"", ""pseudo"", ""-"", ""terminal"", ""with"", ""shell"", ""mode"", ""support"", "","", ""use"", ""the"", ""bsub"", ""-Is"", ""option"", "".""]","to submit a batch interactive job and create a pseudo - terminal with shell mode support , use the bsub -Is option .","To submit a batch interactive job and create a pseudo - terminal with shell mode support , use the bsub -Is option .","[""PART"", ""VERB"", ""DET"", ""NOUN"", ""ADJ"", ""NOUN"", ""CCONJ"", ""VERB"", ""DET"", ""NOUN"", ""NOUN"", ""ADJ"", ""ADP"", ""ADJ"", ""NOUN"", ""NOUN"", ""PUNCT"", ""VERB"", ""DET"", ""NOUN"", ""PUNCT"", ""NOUN"", ""PUNCT""]",1,2025-12-02T14:35:33Z
541,doc_7ceb,270,"Display job status with bjobs
Use the bjobs command to see the job ID and other information about your jobs.","[""Display"", ""job"", ""status"", ""with"", ""bjobs"", ""\n"", ""Use"", ""the"", ""bjobs"", ""command"", ""to"", ""see"", ""the"", ""job"", ""ID"", ""and"", ""other"", ""information"", ""about"", ""your"", ""jobs"", "".""]","[""display"", ""job"", ""status"", ""with"", ""bjobs"", ""\n"", ""use"", ""the"", ""bjobs"", ""command"", ""to"", ""see"", ""the"", ""job"", ""ID"", ""and"", ""other"", ""information"", ""about"", ""your"", ""job"", "".""]","[""Display"", ""job"", ""status"", ""with"", ""bjobs"", ""\n"", ""Use"", ""the"", ""bjobs"", ""command"", ""to"", ""see"", ""the"", ""job"", ""ID"", ""and"", ""other"", ""information"", ""about"", ""your"", ""job"", "".""]","display job status with bjobs 
 use the bjobs command to see the job ID and other information about your job .","Display job status with bjobs 
 Use the bjobs command to see the job ID and other information about your job .","[""NOUN"", ""NOUN"", ""NOUN"", ""ADP"", ""PROPN"", ""SPACE"", ""VERB"", ""DET"", ""PROPN"", ""VERB"", ""PART"", ""VERB"", ""DET"", ""NOUN"", ""PROPN"", ""CCONJ"", ""ADJ"", ""NOUN"", ""ADP"", ""PRON"", ""NOUN"", ""PUNCT""]",1,2025-12-02T14:35:33Z
542,doc_7ceb,271,The status of each LSF job is updated periodically.,"[""The"", ""status"", ""of"", ""each"", ""LSF"", ""job"", ""is"", ""updated"", ""periodically"", "".""]","[""the"", ""status"", ""of"", ""each"", ""LSF"", ""job"", ""be"", ""update"", ""periodically"", "".""]","[""The"", ""status"", ""of"", ""each"", ""LSF"", ""job"", ""be"", ""update"", ""periodically"", "".""]",the status of each LSF job be update periodically .,The status of each LSF job be update periodically .,"[""DET"", ""NOUN"", ""ADP"", ""DET"", ""PROPN"", ""NOUN"", ""AUX"", ""VERB"", ""ADV"", ""PUNCT""]",1,2025-12-02T14:35:33Z
543,doc_7ceb,272,"% bjobs
JOBID USER STAT QUEUE FROM_HOST","[""%"", ""bjobs"", ""\n"", ""JOBID"", ""USER"", ""STAT"", ""QUEUE"", ""FROM_HOST""]","[""%"", ""bjobs"", ""\n"", ""JOBID"", ""USER"", ""STAT"", ""QUEUE"", ""FROM_HOST""]","[""%"", ""bjobs"", ""\n"", ""JOBID"", ""USER"", ""STAT"", ""QUEUE"", ""FROM_HOST""]","% bjobs 
 JOBID USER STAT QUEUE FROM_HOST","% bjobs 
 JOBID USER STAT QUEUE FROM_HOST","[""NOUN"", ""PROPN"", ""SPACE"", ""PROPN"", ""PROPN"", ""PROPN"", ""PROPN"", ""PUNCT""]",1,2025-12-02T14:35:33Z
544,doc_7ceb,273,"JOB_NAME SUBMIT_TIME
1266 user1 RUN normal hosta hostb sleep 60 Jun 5 17:39:58","[""JOB_NAME"", ""SUBMIT_TIME"", ""\n"", ""1266"", ""user1"", ""RUN"", ""normal"", ""hosta"", ""hostb"", ""sleep"", ""60"", ""Jun"", ""5"", ""17:39:58""]","[""job_name"", ""submit_time"", ""\n"", ""1266"", ""user1"", ""RUN"", ""normal"", ""hosta"", ""hostb"", ""sleep"", ""60"", ""Jun"", ""5"", ""17:39:58""]","[""JOB_NAME"", ""SUBMIT_TIME"", ""\n"", ""1266"", ""user1"", ""RUN"", ""normal"", ""hosta"", ""hostb"", ""sleep"", ""60"", ""Jun"", ""5"", ""17:39:58""]","job_name submit_time 
 1266 user1 RUN normal hosta hostb sleep 60 Jun 5 17:39:58","JOB_NAME SUBMIT_TIME 
 1266 user1 RUN normal hosta hostb sleep 60 Jun 5 17:39:58","[""NOUN"", ""NUM"", ""SPACE"", ""NUM"", ""NOUN"", ""PROPN"", ""ADJ"", ""PROPN"", ""PROPN"", ""VERB"", ""NUM"", ""PROPN"", ""NUM"", ""NUM""]",1,2025-12-02T14:35:33Z
