enrich_id,canonical_term,example_term,example_term_id,scheduler,category,short_definition,is_hpc_domain,freq_total,doc_count,aliases_json,raw_json
3179,license requests,license requests,3999,both,job_state,"License requests are job-level directives that specify the required software licenses for a job, typically allowed only on the first component of a heterogeneous job.",1,1,1,[],"{
  ""term"": ""license requests"",
  ""canonical"": ""license requests"",
  ""is_hpc_domain_term"": true,
  ""scheduler"": ""both"",
  ""category"": ""job_state"",
  ""short_definition"": ""License requests are job-level directives that specify the required software licenses for a job, typically allowed only on the first component of a heterogeneous job."",
  ""aliases"": []
}"
3181,backfill scheduler plugin,backfill scheduler plugin,4001,slurm,other_hPC,"The backfill scheduler plugin is a component of SLURM that schedules heterogeneous jobs, prioritizing job execution based on resource availability and job dependencies.",1,1,1,[],"{
  ""term"": ""backfill scheduler plugin"",
  ""canonical"": ""backfill scheduler plugin"",
  ""is_hpc_domain_term"": true,
  ""scheduler"": ""slurm"",
  ""category"": ""other_hPC"",
  ""short_definition"": ""The backfill scheduler plugin is a component of SLURM that schedules heterogeneous jobs, prioritizing job execution based on resource availability and job dependencies."",
  ""aliases"": []
}"
3183,slurm's perl apis,Slurm's Perl APIs,4004,slurm,other_hPC,"Slurm's Perl APIs are a programmatic interface for interacting with the Slurm workload manager, allowing for job submission, control, and querying beyond command-line tools.",1,1,1,"[""Slurm Perl APIs"", ""Slurm APIs (Perl)""]","{
  ""term"": ""Slurm's Perl APIs"",
  ""canonical"": ""slurm's perl apis"",
  ""is_hpc_domain_term"": true,
  ""scheduler"": ""slurm"",
  ""category"": ""other_hPC"",
  ""short_definition"": ""Slurm's Perl APIs are a programmatic interface for interacting with the Slurm workload manager, allowing for job submission, control, and querying beyond command-line tools."",
  ""aliases"": [""Slurm Perl APIs"", ""Slurm APIs (Perl)""]
}"
3185,srun --multi-prog,srun --multi-prog,4005,slurm,command,The srun --multi-prog option is a command-line flag used in SLURM to submit a job with multiple programs or tasks that are part of a single job submission.,1,1,1,[],"{
  ""term"": ""srun --multi-prog"",
  ""canonical"": ""srun --multi-prog"",
  ""is_hpc_domain_term"": true,
  ""scheduler"": ""slurm"",
  ""category"": ""command"",
  ""short_definition"": ""The srun --multi-prog option is a command-line flag used in SLURM to submit a job with multiple programs or tasks that are part of a single job submission."",
  ""aliases"": []
}"
3187,srun --open-mode,srun --open-mode,4006,slurm,command,The srun --open-mode option is a command-line flag used with Slurm's srun command to control the mode of opening files in a heterogeneous job.,1,1,1,[],"{
  ""term"": ""srun --open-mode"",
  ""canonical"": ""srun --open-mode"",
  ""is_hpc_domain_term"": true,
  ""scheduler"": ""slurm"",
  ""category"": ""command"",
  ""short_definition"": ""The srun --open-mode option is a command-line flag used with Slurm's srun command to control the mode of opening files in a heterogeneous job."",
  ""aliases"": []
}"
3189,communication ports,communication ports,4007,slurm,resource,Communication ports are network ports assigned by Slurm for MPI jobs to facilitate inter-process communication.,1,1,1,[],"{
  ""term"": ""communication ports"",
  ""canonical"": ""communication ports"",
  ""is_hpc_domain_term"": true,
  ""scheduler"": ""slurm"",
  ""category"": ""resource"",
  ""short_definition"": ""Communication ports are network ports assigned by Slurm for MPI jobs to facilitate inter-process communication."",
  ""aliases"": []
}"
3191,cray mpi,Cray MPI,4009,unknown,other_hpc,Cray MPI is an ancient version of MPI (Message Passing Interface) that requires communication ports to be assigned by Slurm.,1,1,1,"[""Cray MPI (OpenMPI derivative)""]","{
  ""term"": ""Cray MPI"",
  ""canonical"": ""cray mpi"",
  ""is_hpc_domain_term"": true,
  ""scheduler"": ""unknown"",
  ""category"": ""other_hpc"",
  ""short_definition"": ""Cray MPI is an ancient version of MPI (Message Passing Interface) that requires communication ports to be assigned by Slurm."",
  ""aliases"": [""Cray MPI (OpenMPI derivative)""]
}"
3193,step launch failure,step launch failure,4010,slurm,job_state,Step launch failure is a job state indicating that a component of a heterogeneous job step has failed to launch on Slurm.,1,1,1,[],"{
  ""term"": ""step launch failure"",
  ""canonical"": ""step launch failure"",
  ""is_hpc_domain_term"": true,
  ""scheduler"": ""slurm"",
  ""category"": ""job_state"",
  ""short_definition"": ""Step launch failure is a job state indicating that a component of a heterogeneous job step has failed to launch on Slurm."",
  ""aliases"": []
}"
3195,slurm version 20.11,Slurm version 20.11,4012,slurm,other_hpc,"Slurm version 20.11 is a specific version of the SLURM workload manager, providing support for heterogeneous job steps.",1,1,1,[],"{
  ""term"": ""Slurm version 20.11"",
  ""canonical"": ""slurm version 20.11"",
  ""is_hpc_domain_term"": true,
  ""scheduler"": ""slurm"",
  ""category"": ""other_hpc"",
  ""short_definition"": ""Slurm version 20.11 is a specific version of the SLURM workload manager, providing support for heterogeneous job steps."",
  ""aliases"": []
}"
3197,heterogeneous steps,heterogeneous steps,4013,slurm,job_state,"Heterogeneous steps refer to job components that require different resources or have distinct requirements, such as GPUs or CPUs, and must run on unique nodes in a SLURM job.",1,1,1,[],"{
  ""term"": ""heterogeneous steps"",
  ""canonical"": ""heterogeneous steps"",
  ""is_hpc_domain_term"": true,
  ""scheduler"": ""slurm"",
  ""category"": ""job_state"",
  ""short_definition"": ""Heterogeneous steps refer to job components that require different resources or have distinct requirements, such as GPUs or CPUs, and must run on unique nodes in a SLURM job."",
  ""aliases"": []
}"
3199,unique nodes,unique nodes,4014,slurm,resource,"Unique nodes refer to nodes in an HPC cluster that are used for heterogeneous jobs, where each job component must run on a separate node.",1,1,1,[],"{
  ""term"": ""unique nodes"",
  ""canonical"": ""unique nodes"",
  ""is_hpc_domain_term"": true,
  ""scheduler"": ""slurm"",
  ""category"": ""resource"",
  ""short_definition"": ""Unique nodes refer to nodes in an HPC cluster that are used for heterogeneous jobs, where each job component must run on a separate node."",
  ""aliases"": []
}"
3201,exclusive,exclusive,4016,slurm,job_state,"The 'exclusive' flag in SLURM is used to request an allocation of resources that are dedicated to a single job, preventing other jobs from using the same resources.",1,2,2,[],"{
  ""term"": ""exclusive"",
  ""canonical"": ""exclusive"",
  ""is_hpc_domain_term"": true,
  ""scheduler"": ""slurm"",
  ""category"": ""job_state"",
  ""short_definition"": ""The 'exclusive' flag in SLURM is used to request an allocation of resources that are dedicated to a single job, preventing other jobs from using the same resources."",
  ""aliases"": []
}"
3203,slurmd_nodename,SLURMD_NODENAME,4019,slurm,log_or_state_path,SLURMD_NODENAME is an environment variable in SLURM that contains the name of the compute node where the job is running.,1,1,1,[],"{
  ""term"": ""SLURMD_NODENAME"",
  ""canonical"": ""slurmd_nodename"",
  ""is_hpc_domain_term"": true,
  ""scheduler"": ""slurm"",
  ""category"": ""log_or_state_path"",
  ""short_definition"": ""SLURMD_NODENAME is an environment variable in SLURM that contains the name of the compute node where the job is running."",
  ""aliases"": []
}"
3205,spank_init_post_opt,spank_init_post_opt(),4021,slurm,other_hpc,"spank_init_post_opt() is a function in SLURM's job submit plugin, invoked for each component of a heterogeneous job, allowing site-defined options on a per-job-component basis.",1,1,1,[],"{
  ""term"": ""spank_init_post_opt()"",
  ""canonical"": ""spank_init_post_opt"",
  ""is_hpc_domain_term"": true,
  ""scheduler"": ""slurm"",
  ""category"": ""other_hpc"",
  ""short_definition"": ""spank_init_post_opt() is a function in SLURM's job submit plugin, invoked for each component of a heterogeneous job, allowing site-defined options on a per-job-component basis."",
  ""aliases"": []
}"
3207,site defined options,site defined options,4022,slurm,config_param,"Site defined options are configuration parameters specific to a SLURM installation, which can be set on a per-job-component basis for heterogeneous jobs.",1,1,1,[],"{
  ""term"": ""site defined options"",
  ""canonical"": ""site defined options"",
  ""is_hpc_domain_term"": true,
  ""scheduler"": ""slurm"",
  ""category"": ""config_param"",
  ""short_definition"": ""Site defined options are configuration parameters specific to a SLURM installation, which can be set on a per-job-component basis for heterogeneous jobs."",
  ""aliases"": []
}"
3209,per job component basis,per job component basis,4023,slurm,other_hpc,"In SLURM, 'per job component basis' refers to options or settings that can be specified for each individual component of a heterogeneous job.",1,1,1,[],"{
  ""term"": ""per job component basis"",
  ""canonical"": ""per job component basis"",
  ""is_hpc_domain_term"": true,
  ""scheduler"": ""slurm"",
  ""category"": ""other_hpc"",
  ""short_definition"": ""In SLURM, 'per job component basis' refers to options or settings that can be specified for each individual component of a heterogeneous job."",
  ""aliases"": []
}"
3212,scheduling of heterogeneous jobs,scheduling of heterogeneous jobs,4025,slurm,other_hpc,"The scheduling of heterogeneous jobs in SLURM is performed by the sched/backfill plugin, allowing for jobs with different resource requirements to be scheduled together or deferred.",1,1,1,[],"{
  ""term"": ""scheduling of heterogeneous jobs"",
  ""canonical"": ""scheduling of heterogeneous jobs"",
  ""is_hpc_domain_term"": true,
  ""scheduler"": ""slurm"",
  ""category"": ""other_hpc"",
  ""short_definition"": ""The scheduling of heterogeneous jobs in SLURM is performed by the sched/backfill plugin, allowing for jobs with different resource requirements to be scheduled together or deferred."",
  ""aliases"": []
}"
3214,expected start time,expected start time,4029,generic,job_state,"The expected start time is a scheduler concept that records the anticipated start time for a job component that cannot be initiated immediately, affecting the scheduling of subsequent components in a heterogeneous job.",1,1,1,[],"{
  ""term"": ""expected start time"",
  ""canonical"": ""expected start time"",
  ""is_hpc_domain_term"": true,
  ""scheduler"": ""generic"",
  ""category"": ""job_state"",
  ""short_definition"": ""The expected start time is a scheduler concept that records the anticipated start time for a job component that cannot be initiated immediately, affecting the scheduling of subsequent components in a heterogeneous job."",
  ""aliases"": []
}"
3216,first mode,first mode,4031,both,other_hpc,"The first mode in a backfill scheduler refers to a strategy where heterogeneous job components are scheduled based on the latest component's expected start time, with subsequent components not starting earlier than the latest one. This mode is used in the initial scheduler iteration, and job start time data is cleared before the next iteration.",1,1,1,[],"{
  ""term"": ""first mode"",
  ""canonical"": ""first mode"",
  ""is_hpc_domain_term"": true,
  ""scheduler"": ""both"",
  ""category"": ""other_hpc"",
  ""short_definition"": ""The first mode in a backfill scheduler refers to a strategy where heterogeneous job components are scheduled based on the latest component's expected start time, with subsequent components not starting earlier than the latest one. This mode is used in the initial scheduler iteration, and job start time data is cleared before the next iteration."",
  ""aliases"": []
}"
3218,second mode,second mode,4032,generic,other_hpc,The second mode in a backfill scheduler refers to a scheduling strategy where all heterogeneous job components are considered for starting no earlier than the latest component's expected start time.,1,1,1,[],"{
  ""term"": ""second mode"",
  ""canonical"": ""second mode"",
  ""is_hpc_domain_term"": true,
  ""scheduler"": ""generic"",
  ""category"": ""other_hpc"",
  ""short_definition"": ""The second mode in a backfill scheduler refers to a scheduling strategy where all heterogeneous job components are considered for starting no earlier than the latest component's expected start time."",
  ""aliases"": []
}"
3220,regular job,regular job,4033,generic,job_state,"A regular job, in the context of backfill scheduling, refers to a non-heterogeneous job that is scheduled independently on each iteration of the backfill scheduler.",1,1,1,[],"{
  ""term"": ""regular job"",
  ""canonical"": ""regular job"",
  ""is_hpc_domain_term"": true,
  ""scheduler"": ""generic"",
  ""category"": ""job_state"",
  ""short_definition"": ""A regular job, in the context of backfill scheduling, refers to a non-heterogeneous job that is scheduled independently on each iteration of the backfill scheduler."",
  ""aliases"": []
}"
3222,iteration,iteration,4035,generic,other_hpc,"An iteration refers to a single run of the backfill scheduler, during which it schedules jobs and manages resource allocation.",1,1,1,[],"{
  ""term"": ""iteration"",
  ""canonical"": ""iteration"",
  ""is_hpc_domain_term"": true,
  ""scheduler"": ""generic"",
  ""category"": ""other_hpc"",
  ""short_definition"": ""An iteration refers to a single run of the backfill scheduler, during which it schedules jobs and manages resource allocation."",
  ""aliases"": []
}"
3224,component 0,component 0,4036,both,job_state,"Component 0 refers to the first component of a heterogeneous job in a backfill scheduler, representing the initial job state in the scheduling process.",1,1,1,[],"{
  ""term"": ""component 0"",
  ""canonical"": ""component 0"",
  ""is_hpc_domain_term"": true,
  ""scheduler"": ""both"",
  ""category"": ""job_state"",
  ""short_definition"": ""Component 0 refers to the first component of a heterogeneous job in a backfill scheduler, representing the initial job state in the scheduling process."",
  ""aliases"": []
}"
3227,component 1,component 1,4037,both,job_state,"In the context of heterogeneous jobs in a backfill scheduler, 'component 1' refers to a specific job component with a scheduled start time based on the latest expected start time of other components.",1,1,1,[],"{
  ""term"": ""component 1"",
  ""canonical"": ""component 1"",
  ""is_hpc_domain_term"": true,
  ""scheduler"": ""both"",
  ""category"": ""job_state"",
  ""short_definition"": ""In the context of heterogeneous jobs in a backfill scheduler, 'component 1' refers to a specific job component with a scheduled start time based on the latest expected start time of other components."",
  ""aliases"": []
}"
3229,component 2,component 2,4038,both,job_state,"Component 2 refers to a specific job component in a heterogeneous job, used in the context of backfill scheduling to determine the start time of the component.",1,1,1,[],"{
  ""term"": ""component 2"",
  ""canonical"": ""component 2"",
  ""is_hpc_domain_term"": true,
  ""scheduler"": ""both"",
  ""category"": ""job_state"",
  ""short_definition"": ""Component 2 refers to a specific job component in a heterogeneous job, used in the context of backfill scheduling to determine the start time of the component."",
  ""aliases"": []
}"
3230,individual components,individual components,4040,both,job_state,"In HPC scheduling, individual components refer to the separate parts of a heterogeneous job, each with its own potential start time and resource requirements.",1,1,1,[],"{
  ""term"": ""individual components"",
  ""canonical"": ""individual components"",
  ""is_hpc_domain_term"": true,
  ""scheduler"": ""both"",
  ""category"": ""job_state"",
  ""short_definition"": ""In HPC scheduling, individual components refer to the separate parts of a heterogeneous job, each with its own potential start time and resource requirements."",
  ""aliases"": []
}"
3232,cpu limit,CPU limit,4042,generic,resource,CPU limit is a resource constraint that specifies the maximum number of CPU cores a job can use on the cluster.,1,1,1,[],"{
  ""term"": ""CPU limit"",
  ""canonical"": ""cpu limit"",
  ""is_hpc_domain_term"": true,
  ""scheduler"": ""generic"",
  ""category"": ""resource"",
  ""short_definition"": ""CPU limit is a resource constraint that specifies the maximum number of CPU cores a job can use on the cluster."",
  ""aliases"": []
}"
3234,whole core,whole core,4046,generic,resource,"A 'whole core' refers to a CPU core allocated as a single unit for a job, rather than being divided into smaller units.",1,1,1,[],"{
  ""term"": ""whole core"",
  ""canonical"": ""whole core"",
  ""is_hpc_domain_term"": true,
  ""scheduler"": ""generic"",
  ""category"": ""resource"",
  ""short_definition"": ""A 'whole core' refers to a CPU core allocated as a single unit for a job, rather than being divided into smaller units."",
  ""aliases"": []
}"
3236,concurrent running jobs,concurrent running jobs,4049,generic,job_state,The number of jobs that are actively running on the cluster at a given time.,1,1,1,[],"{
  ""term"": ""concurrent running jobs"",
  ""canonical"": ""concurrent running jobs"",
  ""is_hpc_domain_term"": true,
  ""scheduler"": ""generic"",
  ""category"": ""job_state"",
  ""short_definition"": ""The number of jobs that are actively running on the cluster at a given time."",
  ""aliases"": []
}"
3238,heterogeneous job components,heterogeneous job components,4051,generic,resource,"Heterogeneous job components are distinct parts of a job that have different resource requirements, such as CPUs, memory, or GPUs. Each component is treated as a separate 'job' for resource allocation purposes.",1,1,1,[],"{
  ""term"": ""heterogeneous job components"",
  ""canonical"": ""heterogeneous job components"",
  ""is_hpc_domain_term"": true,
  ""scheduler"": ""generic"",
  ""category"": ""resource"",
  ""short_definition"": ""Heterogeneous job components are distinct parts of a job that have different resource requirements, such as CPUs, memory, or GPUs. Each component is treated as a separate 'job' for resource allocation purposes."",
  ""aliases"": []
}"
3240,slurm preep,Slurm PrEp,4052,slurm,other_hpc,"Slurm PrEp is a plugin API for writing custom Prolog and Epilog scripts in C, providing a native interface to hooks used by traditional scripts.",1,1,1,"[""Slurm PreEp"", ""Slurm Pre-Ep"", ""Slurm PreEP"", ""Slurm Pre-EP""]","{
  ""term"": ""Slurm PrEp"",
  ""canonical"": ""slurm preep"",
  ""is_hpc_domain_term"": true,
  ""scheduler"": ""slurm"",
  ""category"": ""other_hpc"",
  ""short_definition"": ""Slurm PrEp is a plugin API for writing custom Prolog and Epilog scripts in C, providing a native interface to hooks used by traditional scripts."",
  ""aliases"": [""Slurm PreEp"", ""Slurm Pre-Ep"", ""Slurm PreEP"", ""Slurm Pre-EP""]
}"
3242,prep/script plugin,prep/script plugin,4057,slurm,other_hpc,"The prep/script plugin is a Slurm extension that provides a native C interface for writing custom Prolog and Epilog scripts, which are traditionally used for job preparation and cleanup.",1,1,1,[],"{
  ""term"": ""prep/script plugin"",
  ""canonical"": ""prep/script plugin"",
  ""is_hpc_domain_term"": true,
  ""scheduler"": ""slurm"",
  ""category"": ""other_hpc"",
  ""short_definition"": ""The prep/script plugin is a Slurm extension that provides a native C interface for writing custom Prolog and Epilog scripts, which are traditionally used for job preparation and cleanup."",
  ""aliases"": []
}"
3245,preppugins,PrEpPlugins,4062,slurm,other_hpc,"Slurm PrEpPlugins are customizable plugins that extend the functionality of Slurm's Prolog and Epilog scripts, providing a native C interface for developers to write their own plugins.",1,1,1,[],"{
  ""term"": ""PrEpPlugins"",
  ""canonical"": ""preppugins"",
  ""is_hpc_domain_term"": true,
  ""scheduler"": ""slurm"",
  ""category"": ""other_hpc"",
  ""short_definition"": ""Slurm PrEpPlugins are customizable plugins that extend the functionality of Slurm's Prolog and Epilog scripts, providing a native C interface for developers to write their own plugins."",
  ""aliases"": []
}"
3246,configuration option,configuration option,4063,slurm,config_param,"A configuration option in SLURM allows users to set specific parameters for the system, such as enabling or disabling plugins or specifying plugin types.",1,1,1,[],"{
  ""term"": ""configuration option"",
  ""canonical"": ""configuration option"",
  ""is_hpc_domain_term"": true,
  ""scheduler"": ""slurm"",
  ""category"": ""config_param"",
  ""short_definition"": ""A configuration option in SLURM allows users to set specific parameters for the system, such as enabling or disabling plugins or specifying plugin types."",
  ""aliases"": []
}"
3249,prep plugins,prep plugins,4064,slurm,other_hpc,"Slurm prep plugins are customizable scripts or libraries that extend Slurm's functionality by providing native C interfaces for Prolog, Epilog, PrologSlurmctld, and EpilogSlurmctld scripts. They are used to implement hooks for job submission and management.",1,1,1,[],"{
  ""term"": ""prep plugins"",
  ""canonical"": ""prep plugins"",
  ""is_hpc_domain_term"": true,
  ""scheduler"": ""slurm"",
  ""category"": ""other_hpc"",
  ""short_definition"": ""Slurm prep plugins are customizable scripts or libraries that extend Slurm's functionality by providing native C interfaces for Prolog, Epilog, PrologSlurmctld, and EpilogSlurmctld scripts. They are used to implement hooks for job submission and management."",
  ""aliases"": []
}"
3251,prep_p_prolog_slurmctld,prep_p_prolog_slurmctld,4065,slurm,other_hpc,"prep_p_prolog_slurmctld is a function called during slurmctld initialization, used for asynchronous operations with the slurmctld. It requires saving function pointers for callbacks.",1,2,1,[],"{
  ""term"": ""prep_p_prolog_slurmctld"",
  ""canonical"": ""prep_p_prolog_slurmctld"",
  ""is_hpc_domain_term"": true,
  ""scheduler"": ""slurm"",
  ""category"": ""other_hpc"",
  ""short_definition"": ""prep_p_prolog_slurmctld is a function called during slurmctld initialization, used for asynchronous operations with the slurmctld. It requires saving function pointers for callbacks."",
  ""aliases"": []
}"
3253,prep_p_epilog_slurmctld,prep_p_epilog_slurmctld,4066,slurm,other_hpc,prep_p_epilog_slurmctld is a function called by the slurmctld when it finishes processing a job. It should return quickly to maintain responsiveness and system throughput.,1,2,1,[],"{
  ""term"": ""prep_p_epilog_slurmctld"",
  ""canonical"": ""prep_p_epilog_slurmctld"",
  ""is_hpc_domain_term"": true,
  ""scheduler"": ""slurm"",
  ""category"": ""other_hpc"",
  ""short_definition"": ""prep_p_epilog_slurmctld is a function called by the slurmctld when it finishes processing a job. It should return quickly to maintain responsiveness and system throughput."",
  ""aliases"": []
}"
3255,internal locks,internal locks,4068,slurm,other_hpc,"Internal locks are synchronization mechanisms used by the slurmctld daemon to ensure concurrent access to critical resources, such as job records, is properly managed.",1,2,2,[],"{
  ""term"": ""internal locks"",
  ""canonical"": ""internal locks"",
  ""is_hpc_domain_term"": true,
  ""scheduler"": ""slurm"",
  ""category"": ""other_hpc"",
  ""short_definition"": ""Internal locks are synchronization mechanisms used by the slurmctld daemon to ensure concurrent access to critical resources, such as job records, is properly managed."",
  ""aliases"": []
}"
3258,slurmctld responsiveness,slurmctld responsiveness,4069,slurm,other_hpc,"slurmctld responsiveness refers to the performance and efficiency of the slurmctld daemon in handling multiple tasks, particularly when developing plugins that interact with it asynchronously.",1,1,1,[],"{
  ""term"": ""slurmctld responsiveness"",
  ""canonical"": ""slurmctld responsiveness"",
  ""is_hpc_domain_term"": true,
  ""scheduler"": ""slurm"",
  ""category"": ""other_hpc"",
  ""short_definition"": ""slurmctld responsiveness refers to the performance and efficiency of the slurmctld daemon in handling multiple tasks, particularly when developing plugins that interact with it asynchronously."",
  ""aliases"": []
}"
3260,system throughput,system throughput,4070,generic,resource,"System throughput refers to the overall performance or data transfer rate of an HPC system, often impacted by the efficiency of scheduler functions and resource management.",1,1,1,[],"{
  ""term"": ""system throughput"",
  ""canonical"": ""system throughput"",
  ""is_hpc_domain_term"": true,
  ""scheduler"": ""generic"",
  ""category"": ""resource"",
  ""short_definition"": ""System throughput refers to the overall performance or data transfer rate of an HPC system, often impacted by the efficiency of scheduler functions and resource management."",
  ""aliases"": []
}"
3262,async,async,4071,slurm,other_hpc,"The 'async' option in SLURM refers to asynchronous operation, which allows plugins to spawn separate processing threads without inheriting slurmctld locks.",1,1,1,[],"{
  ""term"": ""async"",
  ""canonical"": ""async"",
  ""is_hpc_domain_term"": true,
  ""scheduler"": ""slurm"",
  ""category"": ""other_hpc"",
  ""short_definition"": ""The 'async' option in SLURM refers to asynchronous operation, which allows plugins to spawn separate processing threads without inheriting slurmctld locks."",
  ""aliases"": []
}"
3264,prolog_slurmctld_callback,prolog_slurmctld_callback,4072,slurm,other_hpc,prolog_slurmctld_callback is a function pointer provided by SLURM to plugins for asynchronous operation with the prep_p_prolog_slurmctld() and prep_p_epilog_slurmctld() interfaces.,1,1,1,[],"{
  ""term"": ""prolog_slurmctld_callback"",
  ""canonical"": ""prolog_slurmctld_callback"",
  ""is_hpc_domain_term"": true,
  ""scheduler"": ""slurm"",
  ""category"": ""other_hpc"",
  ""short_definition"": ""prolog_slurmctld_callback is a function pointer provided by SLURM to plugins for asynchronous operation with the prep_p_prolog_slurmctld() and prep_p_epilog_slurmctld() interfaces."",
  ""aliases"": []
}"
3266,epilog_slurmctld_callback,epilog_slurmctld_callback,4073,slurm,other_hpc,"epilog_slurmctld_callback is a callback function in SLURM plugins, called after job processing to perform cleanup or additional actions. It should be used with asynchronous operations and must be registered with prep_p_register_callbacks().",1,1,1,[],"{
  ""term"": ""epilog_slurmctld_callback"",
  ""canonical"": ""epilog_slurmctld_callback"",
  ""is_hpc_domain_term"": true,
  ""scheduler"": ""slurm"",
  ""category"": ""other_hpc"",
  ""short_definition"": ""epilog_slurmctld_callback is a callback function in SLURM plugins, called after job processing to perform cleanup or additional actions. It should be used with asynchronous operations and must be registered with prep_p_register_callbacks()."",
  ""aliases"": []
}"
3268,prep_p_register_callbacks,prep_p_register_callbacks,4074,slurm,other_hpc,prep_p_register_callbacks is a function in SLURM plugins that registers callback functions for asynchronous operation with the prep_p_prolog_slurmctld() and prep_p_epilog_slurmctld() interfaces.,1,1,1,[],"{
  ""term"": ""prep_p_register_callbacks"",
  ""canonical"": ""prep_p_register_callbacks"",
  ""is_hpc_domain_term"": true,
  ""scheduler"": ""slurm"",
  ""category"": ""other_hpc"",
  ""short_definition"": ""prep_p_register_callbacks is a function in SLURM plugins that registers callback functions for asynchronous operation with the prep_p_prolog_slurmctld() and prep_p_epilog_slurmctld() interfaces."",
  ""aliases"": []
}"
3270,slurm_cred_t,slurm_cred_t,4080,slurm,config_param,slurm_cred_t is a data type representing a launch credential with additional verifiable launch details signed by the slurmctld in SLURM.,1,1,1,[],"{
  ""term"": ""slurm_cred_t"",
  ""canonical"": ""slurm_cred_t"",
  ""is_hpc_domain_term"": true,
  ""scheduler"": ""slurm"",
  ""category"": ""config_param"",
  ""short_definition"": ""slurm_cred_t is a data type representing a launch credential with additional verifiable launch details signed by the slurmctld in SLURM."",
  ""aliases"": []
}"
3272,job_env_t,job_env_t,4081,slurm,other_hpc,job_env_t is a data structure used in SLURM for job environment details within the slurmd and slurmctld.,1,1,1,[],"{
  ""term"": ""job_env_t"",
  ""canonical"": ""job_env_t"",
  ""is_hpc_domain_term"": true,
  ""scheduler"": ""slurm"",
  ""category"": ""other_hpc"",
  ""short_definition"": ""job_env_t is a data structure used in SLURM for job environment details within the slurmd and slurmctld."",
  ""aliases"": []
}"
3274,prep_p_prolog,prep_p_prolog,4083,slurm,other_hpc,prep_p_prolog is a function called within the slurmd as root before the first step of a job starts on the compute node in SLURM.,1,1,1,[],"{
  ""term"": ""prep_p_prolog"",
  ""canonical"": ""prep_p_prolog"",
  ""is_hpc_domain_term"": true,
  ""scheduler"": ""slurm"",
  ""category"": ""other_hpc"",
  ""short_definition"": ""prep_p_prolog is a function called within the slurmd as root before the first step of a job starts on the compute node in SLURM."",
  ""aliases"": []
}"
3276,prep_p_epilog,prep_p_epilog,4084,slurm,other_hpc,prep_p_epilog is a function called within the slurmd as root after all job steps have completed in SLURM.,1,1,1,[],"{
  ""term"": ""prep_p_epilog"",
  ""canonical"": ""prep_p_epilog"",
  ""is_hpc_domain_term"": true,
  ""scheduler"": ""slurm"",
  ""category"": ""other_hpc"",
  ""short_definition"": ""prep_p_epilog is a function called within the slurmd as root after all job steps have completed in SLURM."",
  ""aliases"": []
}"
3278,pbs/torque,PBS/Torque,4088,generic,scheduler,"PBS/Torque is a workload management system for HPC clusters, similar to Slurm, LSF, SGE, and LoadLeveler.",1,1,1,"[""PBS"", ""Torque""]","{
  ""term"": ""PBS/Torque"",
  ""canonical"": ""pbs/torque"",
  ""is_hpc_domain_term"": true,
  ""scheduler"": ""generic"",
  ""category"": ""scheduler"",
  ""short_definition"": ""PBS/Torque is a workload management system for HPC clusters, similar to Slurm, LSF, SGE, and LoadLeveler."",
  ""aliases"": [""PBS"", ""Torque""]
}"
3282,sge,SGE,4091,unknown,scheduler,"SGE (Sun Grid Engine) is a workload management system for HPC clusters, listed among PBS/Torque, Slurm, LSF, and LoadLeveler.",1,1,1,"[""Sun Grid Engine""]","{
  ""term"": ""SGE"",
  ""canonical"": ""sge"",
  ""is_hpc_domain_term"": true,
  ""scheduler"": ""unknown"",
  ""category"": ""scheduler"",
  ""short_definition"": ""SGE (Sun Grid Engine) is a workload management system for HPC clusters, listed among PBS/Torque, Slurm, LSF, and LoadLeveler."",
  ""aliases"": [""Sun Grid Engine""]
}"
3284,loadleveler,LoadLeveler,4092,lsf,scheduler,"LoadLeveler is a workload management system, specifically IBM's LSF scheduler.",1,1,1,"[""IBM LoadLeveler"", ""IBM LSF""]","{
  ""term"": ""LoadLeveler"",
  ""canonical"": ""loadleveler"",
  ""is_hpc_domain_term"": true,
  ""scheduler"": ""lsf"",
  ""category"": ""scheduler"",
  ""short_definition"": ""LoadLeveler is a workload management system, specifically IBM's LSF scheduler."",
  ""aliases"": [""IBM LoadLeveler"", ""IBM LSF""]
}"
3286,job specification options,job specification options,4095,generic,config_param,Job specification options are parameters that can be set to customize job behavior in various HPC schedulers.,1,1,1,[],"{
  ""term"": ""job specification options"",
  ""canonical"": ""job specification options"",
  ""is_hpc_domain_term"": true,
  ""scheduler"": ""generic"",
  ""category"": ""config_param"",
  ""short_definition"": ""Job specification options are parameters that can be set to customize job behavior in various HPC schedulers."",
  ""aliases"": []
}"
3288,workload management systems,workload management systems,4096,generic,other_hpc,"Workload management systems are software tools used to manage and schedule jobs on HPC clusters, including PBS/Torque, Slurm, LSF, SGE, and LoadLeveler.",1,1,1,[],"{
  ""term"": ""workload management systems"",
  ""canonical"": ""workload management systems"",
  ""is_hpc_domain_term"": true,
  ""scheduler"": ""generic"",
  ""category"": ""other_hpc"",
  ""short_definition"": ""Workload management systems are software tools used to manage and schedule jobs on HPC clusters, including PBS/Torque, Slurm, LSF, SGE, and LoadLeveler."",
  ""aliases"": []
}"
