id,seed_chunk_id,cq_text,supporting_chunk_ids_json,terms_used_json,model_id,raw_json
273,doc_0e42_chunk_0002,What command is used to submit a job to the LSF job scheduler?,"[""doc_0e42_chunk_0002""]","[""LSF"", ""command"", ""submit""]",mistralai/Mistral-7B-Instruct-v0.3,"{""cq"": ""What command is used to submit a job to the LSF job scheduler?"", ""supporting_chunk_ids"": [""doc_0e42_chunk_0002""], ""terms_used"": [""LSF"", ""command"", ""submit""]}"
274,doc_0e42_chunk_0004,"What is the maximum number of jobs that can be submitted to the HPC system at a time, according to the SLURM documentation?","[""doc_0e42_chunk_0004""]","[""maximum"", ""jobs"", ""SLURM""]",mistralai/Mistral-7B-Instruct-v0.3,"{""cq"": ""What is the maximum number of jobs that can be submitted to the HPC system at a time, according to the SLURM documentation?"", ""supporting_chunk_ids"": [""doc_0e42_chunk_0004""], ""terms_used"": [""maximum"", ""jobs"", ""SLURM""]}"
275,doc_0e42_chunk_0004,"What is the default partition for jobs submitted to the HPC system using SLURM, as stated in the provided documentation?","[""doc_0e42_chunk_0004""]","[""default"", ""partition"", ""SLURM""]",mistralai/Mistral-7B-Instruct-v0.3,"{""cq"": ""What is the default partition for jobs submitted to the HPC system using SLURM, as stated in the provided documentation?"", ""supporting_chunk_ids"": [""doc_0e42_chunk_0004""], ""terms_used"": [""default"", ""partition"", ""SLURM""]}"
276,doc_0e42_chunk_0004,"What is the command to cancel a job in the SLURM job scheduler, as mentioned in the provided documentation?","[""doc_0e42_chunk_0004""]","[""command"", ""cancel"", ""SLURM""]",mistralai/Mistral-7B-Instruct-v0.3,"{""cq"": ""What is the command to cancel a job in the SLURM job scheduler, as mentioned in the provided documentation?"", ""supporting_chunk_ids"": [""doc_0e42_chunk_0004""], ""terms_used"": [""command"", ""cancel"", ""SLURM""]}"
277,doc_0e42_chunk_0005,"What is the maximum number of jobs that can be submitted simultaneously in an SLURM cluster, as stated in the provided text?","[""doc_0e42_chunk_0005""]","[""SLURM"", ""maximum"", ""jobs"", ""simultaneously""]",mistralai/Mistral-7B-Instruct-v0.3,"{""cq"": ""What is the maximum number of jobs that can be submitted simultaneously in an SLURM cluster, as stated in the provided text?"", ""supporting_chunk_ids"": [""doc_0e42_chunk_0005""], ""terms_used"": [""SLURM"", ""maximum"", ""jobs"", ""simultaneously""]}"
278,doc_0e42_chunk_0005,"What command is used to submit a job in an SLURM cluster, according to the provided text?","[""doc_0e42_chunk_0005""]","[""SLURM"", ""submit"", ""job""]",mistralai/Mistral-7B-Instruct-v0.3,"{""cq"": ""What command is used to submit a job in an SLURM cluster, according to the provided text?"", ""supporting_chunk_ids"": [""doc_0e42_chunk_0005""], ""terms_used"": [""SLURM"", ""submit"", ""job""]}"
279,doc_0e42_chunk_0005,"What is the default partition for jobs submitted to an SLURM cluster, as mentioned in the provided text?","[""doc_0e42_chunk_0005""]","[""SLURM"", ""default"", ""partition"", ""jobs""]",mistralai/Mistral-7B-Instruct-v0.3,"{""cq"": ""What is the default partition for jobs submitted to an SLURM cluster, as mentioned in the provided text?"", ""supporting_chunk_ids"": [""doc_0e42_chunk_0005""], ""terms_used"": [""SLURM"", ""default"", ""partition"", ""jobs""]}"
280,doc_0e42_chunk_0006,What is the maximum number of tasks that can be submitted to the SLURM job scheduler at once?,"[""doc_0e42_chunk_0006""]","[""SLURM"", ""maximum"", ""tasks""]",mistralai/Mistral-7B-Instruct-v0.3,"{""cq"": ""What is the maximum number of tasks that can be submitted to the SLURM job scheduler at once?"", ""supporting_chunk_ids"": [""doc_0e42_chunk_0006""], ""terms_used"": [""SLURM"", ""maximum"", ""tasks""]}"
281,doc_10c5_chunk_0002,"What is the maximum number of jobs that can be submitted simultaneously in an SLURM cluster, according to the documentation?","[""doc_10c5_chunk_0002""]","[""SLURM"", ""maximum"", ""jobs"", ""simultaneously""]",mistralai/Mistral-7B-Instruct-v0.3,"{""cq"": ""What is the maximum number of jobs that can be submitted simultaneously in an SLURM cluster, according to the documentation?"", ""supporting_chunk_ids"": [""doc_10c5_chunk_0002""], ""terms_used"": [""SLURM"", ""maximum"", ""jobs"", ""simultaneously""]}"
282,doc_10c5_chunk_0002,"What command is used to submit a job in an SLURM cluster, as described in the documentation?","[""doc_10c5_chunk_0002""]","[""SLURM"", ""command"", ""submit"", ""job""]",mistralai/Mistral-7B-Instruct-v0.3,"{""cq"": ""What command is used to submit a job in an SLURM cluster, as described in the documentation?"", ""supporting_chunk_ids"": [""doc_10c5_chunk_0002""], ""terms_used"": [""SLURM"", ""command"", ""submit"", ""job""]}"
283,doc_10c5_chunk_0002,"What is the default partition for jobs submitted to an SLURM cluster, as mentioned in the documentation?","[""doc_10c5_chunk_0002""]","[""SLURM"", ""default"", ""partition"", ""jobs""]",mistralai/Mistral-7B-Instruct-v0.3,"{""cq"": ""What is the default partition for jobs submitted to an SLURM cluster, as mentioned in the documentation?"", ""supporting_chunk_ids"": [""doc_10c5_chunk_0002""], ""terms_used"": [""SLURM"", ""default"", ""partition"", ""jobs""]}"
284,doc_10c5_chunk_0003,What command is used in SLURM to check the status of a specific job submitted to the HPC system?,"[""doc_10c5_chunk_0003""]","[""command"", ""SLURM"", ""job"", ""status""]",mistralai/Mistral-7B-Instruct-v0.3,"{""cq"": ""What command is used in SLURM to check the status of a specific job submitted to the HPC system?"", ""supporting_chunk_ids"": [""doc_10c5_chunk_0003""], ""terms_used"": [""command"", ""SLURM"", ""job"", ""status""]}"
285,doc_10c5_chunk_0003,"What is the default time limit for a job running on the HPC system using SLURM, as stated in the documentation?","[""doc_10c5_chunk_0003""]","[""default"", ""time limit"", ""job"", ""SLURM""]",mistralai/Mistral-7B-Instruct-v0.3,"{""cq"": ""What is the default time limit for a job running on the HPC system using SLURM, as stated in the documentation?"", ""supporting_chunk_ids"": [""doc_10c5_chunk_0003""], ""terms_used"": [""default"", ""time limit"", ""job"", ""SLURM""]}"
286,doc_10c5_chunk_0004,"What is the default partition for jobs submitted to the HPC cluster using SLURM, as stated in the documentation?","[""doc_10c5_chunk_0004""]","[""default"", ""partition"", ""SLURM""]",mistralai/Mistral-7B-Instruct-v0.3,"{""cq"": ""What is the default partition for jobs submitted to the HPC cluster using SLURM, as stated in the documentation?"", ""supporting_chunk_ids"": [""doc_10c5_chunk_0004""], ""terms_used"": [""default"", ""partition"", ""SLURM""]}"
287,doc_10c5_chunk_0004,"What command option is used to specify the number of CPUs for a job when submitting it to the HPC cluster using SLURM, as mentioned in the documentation?","[""doc_10c5_chunk_0004""]","[""command option"", ""CPUs"", ""SLURM""]",mistralai/Mistral-7B-Instruct-v0.3,"{""cq"": ""What command option is used to specify the number of CPUs for a job when submitting it to the HPC cluster using SLURM, as mentioned in the documentation?"", ""supporting_chunk_ids"": [""doc_10c5_chunk_0004""], ""terms_used"": [""command option"", ""CPUs"", ""SLURM""]}"
288,doc_10c5_chunk_0005,"What is the default partition for jobs submitted to the HPC system using SLURM, as mentioned in the provided documentation?","[""doc_10c5_chunk_0005""]","[""default"", ""partition"", ""SLURM""]",mistralai/Mistral-7B-Instruct-v0.3,"{""cq"": ""What is the default partition for jobs submitted to the HPC system using SLURM, as mentioned in the provided documentation?"", ""supporting_chunk_ids"": [""doc_10c5_chunk_0005""], ""terms_used"": [""default"", ""partition"", ""SLURM""]}"
289,doc_10c5_chunk_0005,"What is the purpose of the '--exclusive' option when submitting a job to the HPC system using SLURM, as described in the documentation?","[""doc_10c5_chunk_0005""]","[""--exclusive"", ""option"", ""SLURM""]",mistralai/Mistral-7B-Instruct-v0.3,"{""cq"": ""What is the purpose of the '--exclusive' option when submitting a job to the HPC system using SLURM, as described in the documentation?"", ""supporting_chunk_ids"": [""doc_10c5_chunk_0005""], ""terms_used"": [""--exclusive"", ""option"", ""SLURM""]}"
290,doc_10c5_chunk_0006,What is the maximum number of jobs that can be submitted simultaneously in an SLURM cluster?,"[""doc_10c5_chunk_0006""]","[""SLURM"", ""maximum"", ""jobs"", ""simultaneously""]",mistralai/Mistral-7B-Instruct-v0.3,"{""cq"": ""What is the maximum number of jobs that can be submitted simultaneously in an SLURM cluster?"", ""supporting_chunk_ids"": [""doc_10c5_chunk_0006""], ""terms_used"": [""SLURM"", ""maximum"", ""jobs"", ""simultaneously""]}"
291,doc_10c5_chunk_0006,What command is used to submit a job in an SLURM cluster?,"[""doc_10c5_chunk_0006""]","[""SLURM"", ""command"", ""submit"", ""job""]",mistralai/Mistral-7B-Instruct-v0.3,"{""cq"": ""What command is used to submit a job in an SLURM cluster?"", ""supporting_chunk_ids"": [""doc_10c5_chunk_0006""], ""terms_used"": [""SLURM"", ""command"", ""submit"", ""job""]}"
292,doc_10c5_chunk_0006,What is the default partition for jobs in an SLURM cluster if no partition is specified?,"[""doc_10c5_chunk_0006""]","[""SLURM"", ""default"", ""partition"", ""jobs""]",mistralai/Mistral-7B-Instruct-v0.3,"{""cq"": ""What is the default partition for jobs in an SLURM cluster if no partition is specified?"", ""supporting_chunk_ids"": [""doc_10c5_chunk_0006""], ""terms_used"": [""SLURM"", ""default"", ""partition"", ""jobs""]}"
293,doc_10c5_chunk_0007,"What command option is used to specify the number of nodes for a job in SLURM, as mentioned in the documentation?","[""doc_10c5_chunk_0007""]","[""command option"", ""number of nodes"", ""SLURM""]",mistralai/Mistral-7B-Instruct-v0.3,"{""cq"": ""What command option is used to specify the number of nodes for a job in SLURM, as mentioned in the documentation?"", ""supporting_chunk_ids"": [""doc_10c5_chunk_0007""], ""terms_used"": [""command option"", ""number of nodes"", ""SLURM""]}"
294,doc_10c5_chunk_0008,"What command option is used to specify the number of CPUs for a job when submitting it to the HPC system using SLURM, as per the documentation?","[""doc_10c5_chunk_0008""]","[""command"", ""option"", ""CPUs"", ""SLURM""]",mistralai/Mistral-7B-Instruct-v0.3,"{""cq"": ""What command option is used to specify the number of CPUs for a job when submitting it to the HPC system using SLURM, as per the documentation?"", ""supporting_chunk_ids"": [""doc_10c5_chunk_0008""], ""terms_used"": [""command"", ""option"", ""CPUs"", ""SLURM""]}"
295,doc_10c5_chunk_0010,What command is used to cancel a job in an SLURM cluster?,"[""doc_10c5_chunk_0010""]","[""SLURM"", ""cancel"", ""job""]",mistralai/Mistral-7B-Instruct-v0.3,"{""cq"": ""What command is used to cancel a job in an SLURM cluster?"", ""supporting_chunk_ids"": [""doc_10c5_chunk_0010""], ""terms_used"": [""SLURM"", ""cancel"", ""job""]}"
296,doc_10c5_chunk_0010,What is the default state of a job in an SLURM cluster when it is submitted?,"[""doc_10c5_chunk_0010""]","[""SLURM"", ""job"", ""default"", ""state""]",mistralai/Mistral-7B-Instruct-v0.3,"{""cq"": ""What is the default state of a job in an SLURM cluster when it is submitted?"", ""supporting_chunk_ids"": [""doc_10c5_chunk_0010""], ""terms_used"": [""SLURM"", ""job"", ""default"", ""state""]}"
297,doc_193a_chunk_0002,What is the maximum number of jobs that can be submitted to an SLURM partition at a time?,"[""doc_193a_chunk_0002""]","[""SLURM"", ""partition"", ""jobs""]",mistralai/Mistral-7B-Instruct-v0.3,"{""cq"": ""What is the maximum number of jobs that can be submitted to an SLURM partition at a time?"", ""supporting_chunk_ids"": [""doc_193a_chunk_0002""], ""terms_used"": [""SLURM"", ""partition"", ""jobs""]}"
298,doc_193a_chunk_0002,What command is used to cancel a running job in SLURM?,"[""doc_193a_chunk_0002""]","[""SLURM"", ""cancel"", ""job""]",mistralai/Mistral-7B-Instruct-v0.3,"{""cq"": ""What command is used to cancel a running job in SLURM?"", ""supporting_chunk_ids"": [""doc_193a_chunk_0002""], ""terms_used"": [""SLURM"", ""cancel"", ""job""]}"
299,doc_193a_chunk_0002,What is the default state of a job in an SLURM queue?,"[""doc_193a_chunk_0002""]","[""SLURM"", ""job"", ""queue"", ""state""]",mistralai/Mistral-7B-Instruct-v0.3,"{""cq"": ""What is the default state of a job in an SLURM queue?"", ""supporting_chunk_ids"": [""doc_193a_chunk_0002""], ""terms_used"": [""SLURM"", ""job"", ""queue"", ""state""]}"
300,doc_1988_chunk_0001,What is the default time limit for a job running on the HPC system as specified in the SLURM documentation?,"[""doc_1988_chunk_0001""]","[""SLURM"", ""default"", ""time limit"", ""job""]",mistralai/Mistral-7B-Instruct-v0.3,"{""cq"": ""What is the default time limit for a job running on the HPC system as specified in the SLURM documentation?"", ""supporting_chunk_ids"": [""doc_1988_chunk_0001""], ""terms_used"": [""SLURM"", ""default"", ""time limit"", ""job""]}"
301,doc_1988_chunk_0001,"What command is used to submit a job to the HPC system using SLURM, as mentioned in the documentation?","[""doc_1988_chunk_0001""]","[""SLURM"", ""submit"", ""job"", ""command""]",mistralai/Mistral-7B-Instruct-v0.3,"{""cq"": ""What command is used to submit a job to the HPC system using SLURM, as mentioned in the documentation?"", ""supporting_chunk_ids"": [""doc_1988_chunk_0001""], ""terms_used"": [""SLURM"", ""submit"", ""job"", ""command""]}"
302,doc_1988_chunk_0003,What is the default state of a job in the SLURM scheduler queue?,"[""doc_1988_chunk_0003""]","[""SLURM"", ""job"", ""default"", ""state"", ""queue""]",mistralai/Mistral-7B-Instruct-v0.3,"{""cq"": ""What is the default state of a job in the SLURM scheduler queue?"", ""supporting_chunk_ids"": [""doc_1988_chunk_0003""], ""terms_used"": [""SLURM"", ""job"", ""default"", ""state"", ""queue""]}"
303,doc_1988_chunk_0004,"What command is used to submit a job to the SLURM scheduler, as described in the documentation?","[""doc_1988_chunk_0004""]","[""SLURM"", ""command"", ""submit"", ""job""]",mistralai/Mistral-7B-Instruct-v0.3,"{""cq"": ""What command is used to submit a job to the SLURM scheduler, as described in the documentation?"", ""supporting_chunk_ids"": [""doc_1988_chunk_0004""], ""terms_used"": [""SLURM"", ""command"", ""submit"", ""job""]}"
304,doc_1988_chunk_0004,"What is the default partition for jobs submitted to the SLURM scheduler, as stated in the documentation?","[""doc_1988_chunk_0004""]","[""SLURM"", ""default"", ""partition"", ""jobs""]",mistralai/Mistral-7B-Instruct-v0.3,"{""cq"": ""What is the default partition for jobs submitted to the SLURM scheduler, as stated in the documentation?"", ""supporting_chunk_ids"": [""doc_1988_chunk_0004""], ""terms_used"": [""SLURM"", ""default"", ""partition"", ""jobs""]}"
305,doc_1988_chunk_0006,What is the maximum number of jobs that can be submitted to the SLURM scheduler at a time according to the documentation?,"[""doc_1988_chunk_0006""]","[""SLURM"", ""maximum"", ""jobs"", ""submitted""]",mistralai/Mistral-7B-Instruct-v0.3,"{""cq"": ""What is the maximum number of jobs that can be submitted to the SLURM scheduler at a time according to the documentation?"", ""supporting_chunk_ids"": [""doc_1988_chunk_0006""], ""terms_used"": [""SLURM"", ""maximum"", ""jobs"", ""submitted""]}"
306,doc_1988_chunk_0006,"What command is used to submit a job to the SLURM scheduler, as documented?","[""doc_1988_chunk_0006""]","[""SLURM"", ""command"", ""submit"", ""job""]",mistralai/Mistral-7B-Instruct-v0.3,"{""cq"": ""What command is used to submit a job to the SLURM scheduler, as documented?"", ""supporting_chunk_ids"": [""doc_1988_chunk_0006""], ""terms_used"": [""SLURM"", ""command"", ""submit"", ""job""]}"
307,doc_1988_chunk_0006,"What is the default partition for jobs submitted to the SLURM scheduler, as documented?","[""doc_1988_chunk_0006""]","[""SLURM"", ""default"", ""partition"", ""jobs""]",mistralai/Mistral-7B-Instruct-v0.3,"{""cq"": ""What is the default partition for jobs submitted to the SLURM scheduler, as documented?"", ""supporting_chunk_ids"": [""doc_1988_chunk_0006""], ""terms_used"": [""SLURM"", ""default"", ""partition"", ""jobs""]}"
308,doc_2329_chunk_0006,What command is used to submit a job to an SLURM partition with a specific number of CPUs and walltime?,"[""doc_2329_chunk_0006""]","[""SLURM"", ""command"", ""CPUs"", ""walltime""]",mistralai/Mistral-7B-Instruct-v0.3,"{""cq"": ""What command is used to submit a job to an SLURM partition with a specific number of CPUs and walltime?"", ""supporting_chunk_ids"": [""doc_2329_chunk_0006""], ""terms_used"": [""SLURM"", ""command"", ""CPUs"", ""walltime""]}"
309,doc_2329_chunk_0006,What is the default value for the SLURM job's memory requirement if not explicitly specified?,"[""doc_2329_chunk_0006""]","[""SLURM"", ""job"", ""memory requirement""]",mistralai/Mistral-7B-Instruct-v0.3,"{""cq"": ""What is the default value for the SLURM job's memory requirement if not explicitly specified?"", ""supporting_chunk_ids"": [""doc_2329_chunk_0006""], ""terms_used"": [""SLURM"", ""job"", ""memory requirement""]}"
310,doc_236f_chunk_0001,"What is the default partition for jobs submitted to the HPC system using SLURM, as specified in the documentation?","[""doc_236f_chunk_0001""]","[""SLURM"", ""default"", ""partition"", ""jobs""]",mistralai/Mistral-7B-Instruct-v0.3,"{""cq"": ""What is the default partition for jobs submitted to the HPC system using SLURM, as specified in the documentation?"", ""supporting_chunk_ids"": [""doc_236f_chunk_0001""], ""terms_used"": [""SLURM"", ""default"", ""partition"", ""jobs""]}"
311,doc_236f_chunk_0001,"What is the minimum number of nodes required to run a job on the HPC system, as stated in the SLURM documentation?","[""doc_236f_chunk_0001""]","[""SLURM"", ""minimum"", ""nodes"", ""run""]",mistralai/Mistral-7B-Instruct-v0.3,"{""cq"": ""What is the minimum number of nodes required to run a job on the HPC system, as stated in the SLURM documentation?"", ""supporting_chunk_ids"": [""doc_236f_chunk_0001""], ""terms_used"": [""SLURM"", ""minimum"", ""nodes"", ""run""]}"
312,doc_2770_chunk_0002,What is the maximum number of jobs that can be submitted to the SLURM scheduler at a time per user?,"[""doc_2770_chunk_0002""]","[""SLURM"", ""jobs"", ""maximum"", ""submitted"", ""user""]",mistralai/Mistral-7B-Instruct-v0.3,"{""cq"": ""What is the maximum number of jobs that can be submitted to the SLURM scheduler at a time per user?"", ""supporting_chunk_ids"": [""doc_2770_chunk_0002""], ""terms_used"": [""SLURM"", ""jobs"", ""maximum"", ""submitted"", ""user""]}"
313,doc_2770_chunk_0002,What command is used to check the status of a job submitted to the SLURM scheduler?,"[""doc_2770_chunk_0002""]","[""SLURM"", ""command"", ""job status""]",mistralai/Mistral-7B-Instruct-v0.3,"{""cq"": ""What command is used to check the status of a job submitted to the SLURM scheduler?"", ""supporting_chunk_ids"": [""doc_2770_chunk_0002""], ""terms_used"": [""SLURM"", ""command"", ""job status""]}"
314,doc_2770_chunk_0006,What is the default state of a job in the SLURM scheduler when it is waiting to be executed?,"[""doc_2770_chunk_0006""]","[""SLURM"", ""job"", ""default"", ""state"", ""waiting"", ""executed""]",mistralai/Mistral-7B-Instruct-v0.3,"{""cq"": ""What is the default state of a job in the SLURM scheduler when it is waiting to be executed?"", ""supporting_chunk_ids"": [""doc_2770_chunk_0006""], ""terms_used"": [""SLURM"", ""job"", ""default"", ""state"", ""waiting"", ""executed""]}"
315,doc_2770_chunk_0006,What command is used in SLURM to cancel a running job?,"[""doc_2770_chunk_0006""]","[""SLURM"", ""command"", ""cancel"", ""running"", ""job""]",mistralai/Mistral-7B-Instruct-v0.3,"{""cq"": ""What command is used in SLURM to cancel a running job?"", ""supporting_chunk_ids"": [""doc_2770_chunk_0006""], ""terms_used"": [""SLURM"", ""command"", ""cancel"", ""running"", ""job""]}"
316,doc_2770_chunk_0007,What is the purpose of the '--exclusive' option when submitting a job to the SLURM job scheduler?,"[""doc_2770_chunk_0007""]","[""SLURM"", ""--exclusive"", ""option"", ""submitting""]",mistralai/Mistral-7B-Instruct-v0.3,"{""cq"": ""What is the purpose of the '--exclusive' option when submitting a job to the SLURM job scheduler?"", ""supporting_chunk_ids"": [""doc_2770_chunk_0007""], ""terms_used"": [""SLURM"", ""--exclusive"", ""option"", ""submitting""]}"
317,doc_289e_chunk_0007,What is the purpose of the '--exclusive' option when submitting a job to the HPC system using SLURM?,"[""doc_289e_chunk_0007""]","[""SLURM"", ""--exclusive"", ""option"", ""purpose""]",mistralai/Mistral-7B-Instruct-v0.3,"{""cq"": ""What is the purpose of the '--exclusive' option when submitting a job to the HPC system using SLURM?"", ""supporting_chunk_ids"": [""doc_289e_chunk_0007""], ""terms_used"": [""SLURM"", ""--exclusive"", ""option"", ""purpose""]}"
318,doc_289e_chunk_0008,What command is used to cancel a job in the SLURM queue?,"[""doc_289e_chunk_0008""]","[""SLURM"", ""command"", ""cancel"", ""job""]",mistralai/Mistral-7B-Instruct-v0.3,"{""cq"": ""What command is used to cancel a job in the SLURM queue?"", ""supporting_chunk_ids"": [""doc_289e_chunk_0008""], ""terms_used"": [""SLURM"", ""command"", ""cancel"", ""job""]}"
319,doc_2cc9_chunk_0002,"What is the default value for the SLURM job timeout, as stated in the documentation?","[""doc_2cc9_chunk_0002""]","[""SLURM"", ""job"", ""timeout"", ""default""]",mistralai/Mistral-7B-Instruct-v0.3,"{""cq"": ""What is the default value for the SLURM job timeout, as stated in the documentation?"", ""supporting_chunk_ids"": [""doc_2cc9_chunk_0002""], ""terms_used"": [""SLURM"", ""job"", ""timeout"", ""default""]}"
320,doc_2cc9_chunk_0002,"What command is used to cancel a job in the SLURM scheduler, as mentioned in the documentation?","[""doc_2cc9_chunk_0002""]","[""SLURM"", ""cancel"", ""job"", ""command""]",mistralai/Mistral-7B-Instruct-v0.3,"{""cq"": ""What command is used to cancel a job in the SLURM scheduler, as mentioned in the documentation?"", ""supporting_chunk_ids"": [""doc_2cc9_chunk_0002""], ""terms_used"": [""SLURM"", ""cancel"", ""job"", ""command""]}"
321,doc_2cc9_chunk_0003,What command is used to submit a job to the LSF queue with a specific priority?,"[""doc_2cc9_chunk_0003""]","[""LSF"", ""queue"", ""command"", ""priority""]",mistralai/Mistral-7B-Instruct-v0.3,"{""cq"": ""What command is used to submit a job to the LSF queue with a specific priority?"", ""supporting_chunk_ids"": [""doc_2cc9_chunk_0003""], ""terms_used"": [""LSF"", ""queue"", ""command"", ""priority""]}"
322,doc_2cc9_chunk_0003,What is the default state of a job in the SLURM queue when it is first submitted?,"[""doc_2cc9_chunk_0003""]","[""SLURM"", ""queue"", ""job"", ""default"", ""state""]",mistralai/Mistral-7B-Instruct-v0.3,"{""cq"": ""What is the default state of a job in the SLURM queue when it is first submitted?"", ""supporting_chunk_ids"": [""doc_2cc9_chunk_0003""], ""terms_used"": [""SLURM"", ""queue"", ""job"", ""default"", ""state""]}"
323,doc_2cc9_chunk_0004,What is the maximum number of jobs that can be submitted to the SLURM scheduler at a time per partition?,"[""doc_2cc9_chunk_0004""]","[""SLURM"", ""maximum"", ""jobs"", ""submitted"", ""partition""]",mistralai/Mistral-7B-Instruct-v0.3,"{""cq"": ""What is the maximum number of jobs that can be submitted to the SLURM scheduler at a time per partition?"", ""supporting_chunk_ids"": [""doc_2cc9_chunk_0004""], ""terms_used"": [""SLURM"", ""maximum"", ""jobs"", ""submitted"", ""partition""]}"
324,doc_2cc9_chunk_0005,What command is used to submit a job to the SLURM scheduler with a specific number of nodes and CPUs?,"[""doc_2cc9_chunk_0005""]","[""SLURM"", ""command"", ""submit"", ""nodes"", ""CPUs""]",mistralai/Mistral-7B-Instruct-v0.3,"{""cq"": ""What command is used to submit a job to the SLURM scheduler with a specific number of nodes and CPUs?"", ""supporting_chunk_ids"": [""doc_2cc9_chunk_0005""], ""terms_used"": [""SLURM"", ""command"", ""submit"", ""nodes"", ""CPUs""]}"
325,doc_2cc9_chunk_0006,What is the maximum number of jobs that can be submitted simultaneously in a SLURM cluster according to the configuration?,"[""doc_2cc9_chunk_0006""]","[""SLURM"", ""maximum"", ""jobs"", ""simultaneously""]",mistralai/Mistral-7B-Instruct-v0.3,"{""cq"": ""What is the maximum number of jobs that can be submitted simultaneously in a SLURM cluster according to the configuration?"", ""supporting_chunk_ids"": [""doc_2cc9_chunk_0006""], ""terms_used"": [""SLURM"", ""maximum"", ""jobs"", ""simultaneously""]}"
326,doc_2cc9_chunk_0006,"What is the default partition for job submission in an LSF cluster, as specified in the configuration?","[""doc_2cc9_chunk_0006""]","[""LSF"", ""default"", ""partition"", ""job"", ""submission""]",mistralai/Mistral-7B-Instruct-v0.3,"{""cq"": ""What is the default partition for job submission in an LSF cluster, as specified in the configuration?"", ""supporting_chunk_ids"": [""doc_2cc9_chunk_0006""], ""terms_used"": [""LSF"", ""default"", ""partition"", ""job"", ""submission""]}"
327,doc_2cc9_chunk_0006,What command option is used to specify the number of nodes for a job in an HPC job scheduler?,"[""doc_2cc9_chunk_0006""]","[""HPC"", ""job"", ""scheduler"", ""command"", ""option"", ""number"", ""nodes""]",mistralai/Mistral-7B-Instruct-v0.3,"{""cq"": ""What command option is used to specify the number of nodes for a job in an HPC job scheduler?"", ""supporting_chunk_ids"": [""doc_2cc9_chunk_0006""], ""terms_used"": [""HPC"", ""job"", ""scheduler"", ""command"", ""option"", ""number"", ""nodes""]}"
328,doc_2cc9_chunk_0007,What command is used to cancel a job on the SLURM scheduler?,"[""doc_2cc9_chunk_0007""]","[""SLURM"", ""command"", ""cancel"", ""job""]",mistralai/Mistral-7B-Instruct-v0.3,"{""cq"": ""What command is used to cancel a job on the SLURM scheduler?"", ""supporting_chunk_ids"": [""doc_2cc9_chunk_0007""], ""terms_used"": [""SLURM"", ""command"", ""cancel"", ""job""]}"
329,doc_32e0_chunk_0001,What command is used to submit a job to the SLURM scheduler with a specific partition and number of nodes?,"[""doc_32e0_chunk_0001""]","[""SLURM"", ""command"", ""submit"", ""partition"", ""nodes""]",mistralai/Mistral-7B-Instruct-v0.3,"{""cq"": ""What command is used to submit a job to the SLURM scheduler with a specific partition and number of nodes?"", ""supporting_chunk_ids"": [""doc_32e0_chunk_0001""], ""terms_used"": [""SLURM"", ""command"", ""submit"", ""partition"", ""nodes""]}"
330,doc_3583_chunk_0001,What command option is used in SLURM to request a specific number of nodes for a job submission?,"[""doc_3583_chunk_0001""]","[""SLURM"", ""command"", ""option"", ""nodes""]",mistralai/Mistral-7B-Instruct-v0.3,"{""cq"": ""What command option is used in SLURM to request a specific number of nodes for a job submission?"", ""supporting_chunk_ids"": [""doc_3583_chunk_0001""], ""terms_used"": [""SLURM"", ""command"", ""option"", ""nodes""]}"
331,doc_3773_chunk_0002,What command option in SLURM is used to specify the number of nodes required for a job?,"[""doc_3773_chunk_0002""]","[""SLURM"", ""command"", ""option"", ""nodes"", ""required""]",mistralai/Mistral-7B-Instruct-v0.3,"{""cq"": ""What command option in SLURM is used to specify the number of nodes required for a job?"", ""supporting_chunk_ids"": [""doc_3773_chunk_0002""], ""terms_used"": [""SLURM"", ""command"", ""option"", ""nodes"", ""required""]}"
332,doc_37f2_chunk_0004,What is the maximum number of jobs that can be submitted simultaneously in an SLURM cluster according to the configuration in this document?,"[""doc_37f2_chunk_0004""]","[""SLURM"", ""maximum"", ""jobs"", ""simultaneously""]",mistralai/Mistral-7B-Instruct-v0.3,"{""cq"": ""What is the maximum number of jobs that can be submitted simultaneously in an SLURM cluster according to the configuration in this document?"", ""supporting_chunk_ids"": [""doc_37f2_chunk_0004""], ""terms_used"": [""SLURM"", ""maximum"", ""jobs"", ""simultaneously""]}"
333,doc_37f2_chunk_0004,"What is the default partition for job submission in an LSF cluster, as specified in this document?","[""doc_37f2_chunk_0004""]","[""LSF"", ""default"", ""partition"", ""job"", ""submission""]",mistralai/Mistral-7B-Instruct-v0.3,"{""cq"": ""What is the default partition for job submission in an LSF cluster, as specified in this document?"", ""supporting_chunk_ids"": [""doc_37f2_chunk_0004""], ""terms_used"": [""LSF"", ""default"", ""partition"", ""job"", ""submission""]}"
334,doc_37f2_chunk_0004,"What command option is used to request a specific number of nodes for an SLURM job, as mentioned in this document?","[""doc_37f2_chunk_0004""]","[""SLURM"", ""command"", ""option"", ""specific"", ""number"", ""nodes""]",mistralai/Mistral-7B-Instruct-v0.3,"{""cq"": ""What command option is used to request a specific number of nodes for an SLURM job, as mentioned in this document?"", ""supporting_chunk_ids"": [""doc_37f2_chunk_0004""], ""terms_used"": [""SLURM"", ""command"", ""option"", ""specific"", ""number"", ""nodes""]}"
