id,src_rowid,child,parent,method,src_confidence,src_evidence,llm_child_is_class,llm_parent_is_class,llm_is_a_valid,llm_accept,llm_best_parent,llm_confidence,llm_reason,llm_evidence_sentence,candidates_json,evidence_json,raw_llm_json,created_at
2125,2125,plan installation,installation,seed,0.0,head_match,1,1,1,1,installation,1.0,"Both child and proposed parent are classes, and the is-a relation is valid.",,"[""installation"", ""job"", ""host"", ""cluster"", ""queue"", ""resource"", ""group"", ""section"", ""none""]",[],"{
""child_is_class"": true,
""parent_is_class"": true,
""is_a_valid"": true,
""accept"": true,
""best_parent"": ""installation"",
""confidence"": 1.0,
""reason"": ""Both child and proposed parent are classes, and the is-a relation is valid.""
}",2026-01-29T23:21:45Z
2126,2126,plan job,job,seed,0.0,head_match,1,1,1,1,job,1.0,"The term 'plan job' refers to planning jobs within a job context, making 'job' the correct parent.","Instead of looking only at current resource availability, the scheduler can plan job placements for the near future.","[""job"", ""host"", ""cluster"", ""queue"", ""resource"", ""group"", ""section"", ""policy"", ""none""]","[""Instead of looking only at current resource\navailability, the scheduler can plan job placements for the near future.""]","{
""child_is_class"": true,
""parent_is_class"": true,
""is_a_valid"": true,
""accept"": true,
""best_parent"": ""job"",
""confidence"": 1.0,
""reason"": ""The term 'plan job' refers to planning jobs within a job context, making 'job' the correct parent."",
""evidence_sentence"": ""Instead of looking only at current resource availability, the scheduler can plan job placements for the near future.""
}",2026-01-29T23:21:45Z
2127,2127,podman container engine,engine,seed,0.0,head_match,1,1,1,1,engine,0.95,"Podman container engine is a type of engine, and the proposed parent 'engine' is correct.",Set up the Podman container engine on each LSF server host that will run Podman container jobs.,"[""engine"", ""job"", ""host"", ""cluster"", ""queue"", ""resource"", ""group"", ""section"", ""none""]","[""Set up the Podman container engine on each LSF server host that will run Podman container jobs."", ""Edit the lsf.cluster ﬁle and attach the docker Boolean resource to the LSF server hosts that are running the Podman container engine.""]","{
""child_is_class"": true,
""parent_is_class"": true,
""is_a_valid"": true,
""accept"": true,
""best_parent"": ""engine"",
""confidence"": 0.95,
""reason"": ""Podman container engine is a type of engine, and the proposed parent 'engine' is correct."",
""evidence_sentence"": ""Set up the Podman container engine on each LSF server host that will run Podman container jobs.""
}",2026-01-29T23:21:45Z
2128,2128,podman container job,job,seed,0.0,head_match,1,1,1,1,job,0.95,Podman container jobs are a type of LSF job.,The Podman installation packages must be installed on all the LSF server hosts where you intend to run Podman container jobs.,"[""job"", ""host"", ""cluster"", ""queue"", ""resource"", ""group"", ""section"", ""policy"", ""none""]","[""The Podman installation packages must be installed on all the LSF server hosts where you intend to run Podman container jobs."", ""The options[] keyword speciﬁes Podman job run options for the podman run command, which are passed to the job\ncontainer. Because Podman uses the Docker execution driver to run Podman container jobs, podman and docker command options are\nnot compatible, and execution driver permissions are not the same, you cannot use LSF to run Docker container jobs if you are using\nLSF to run Podman container jobs.""]","{
""child_is_class"": true,
""parent_is_class"": true,
""is_a_valid"": true,
""accept"": true,
""best_parent"": ""job"",
""confidence"": 0.95,
""reason"": ""Podman container jobs are a type of LSF job."",
""evidence_sentence"": ""The Podman installation packages must be installed on all the LSF server hosts where you intend to run Podman container jobs.""
}",2026-01-29T23:21:45Z
2129,2129,podman container job,container job,seed,0.0,head_match,1,1,1,1,job,0.95,"Podman container jobs are a type of job, as indicated in the evidence.",The Podman installation packages must be installed on all the LSF server hosts where you intend to run Podman container jobs.,"[""container job"", ""job"", ""host"", ""cluster"", ""queue"", ""resource"", ""group"", ""section"", ""none""]","[""The Podman installation packages must be installed on all the LSF server hosts where you intend to run Podman container jobs."", ""The options[] keyword speciﬁes Podman job run options for the podman run command, which are passed to the job\ncontainer. Because Podman uses the Docker execution driver to run Podman container jobs, podman and docker command options are\nnot compatible, and execution driver permissions are not the same, you cannot use LSF to run Docker container jobs if you are using\nLSF to run Podman container jobs.""]","{
""child_is_class"": true,
""parent_is_class"": true,
""is_a_valid"": true,
""accept"": true,
""best_parent"": ""job"",
""confidence"": 0.95,
""reason"": ""Podman container jobs are a type of job, as indicated in the evidence."",
""evidence_sentence"": ""The Podman installation packages must be installed on all the LSF server hosts where you intend to run Podman container jobs.""
}",2026-01-29T23:21:45Z
2130,2130,podman installation package,package,seed,0.0,head_match,1,1,1,1,package,0.98,"A package is a collection of files that can be installed on a system, and a Podman installation package is a specific type of package. Therefore, the is-a relation is valid.",The Podman installation packages must be installed on all the LSF server hosts where you intend to run Podman container jobs.,"[""package"", ""job"", ""host"", ""cluster"", ""queue"", ""resource"", ""group"", ""section"", ""none""]","[""The Podman installation packages must be installed on all the LSF server hosts where you intend to run Podman container jobs."", ""The Podman installation packages will be installed on the LSF server hosts where you intend to run Podman container jobs.""]","{
""child_is_class"": true,
""parent_is_class"": true,
""is_a_valid"": true,
""accept"": true,
""best_parent"": ""package"",
""confidence"": 0.98,
""reason"": ""A package is a collection of files that can be installed on a system, and a Podman installation package is a specific type of package. Therefore, the is-a relation is valid."",
""evidence_sentence"": ""The Podman installation packages must be installed on all the LSF server hosts where you intend to run Podman container jobs.""
}",2026-01-29T23:21:45Z
2131,2131,podman installation package,installation package,seed,0.0,head_match,1,1,1,1,installation package,1.0,The child term 'podman installation package' is a type of 'installation package',The Podman installation packages must be installed on all the LSF server hosts where you intend to run Podman container jobs.,"[""installation package"", ""job"", ""host"", ""cluster"", ""queue"", ""resource"", ""group"", ""section"", ""none""]","[""The Podman installation packages must be installed on all the LSF server hosts where you intend to run Podman container jobs."", ""The Podman installation packages will be installed on the LSF server hosts where you intend to run Podman container jobs.""]","{
""child_is_class"": true,
""parent_is_class"": true,
""is_a_valid"": true,
""accept"": true,
""best_parent"": ""installation package"",
""confidence"": 1.0,
""reason"": ""The child term 'podman installation package' is a type of 'installation package'"",
""evidence_sentence"": ""The Podman installation packages must be installed on all the LSF server hosts where you intend to run Podman container jobs.""
}",2026-01-29T23:21:45Z
2132,2132,podman integration,integration,seed,0.0,head_match,1,1,1,1,integration,1.0,"Podman integration is a type of integration, so the is-a relation is valid.",The Podman integration allows LSF to run jobs in Podman OCI containers on demand.,"[""integration"", ""job"", ""host"", ""cluster"", ""queue"", ""resource"", ""group"", ""section"", ""none""]","[""The Podman integration allows LSF to run jobs in Podman OCI containers on demand."", ""The Podman integration allows LSF to run jobs in Podman OCI containers on demand.""]","{
""child_is_class"": true,
""parent_is_class"": true,
""is_a_valid"": true,
""accept"": true,
""best_parent"": ""integration"",
""confidence"": 1.0,
""reason"": ""Podman integration is a type of integration, so the is-a relation is valid."",
""evidence_sentence"": ""The Podman integration allows LSF to run jobs in Podman OCI containers on demand.""
}",2026-01-29T23:21:45Z
2133,2133,podman job,job,seed,0.0,head_match,1,1,1,1,job,1.0,"Podman jobs are a type of job, so the is-a relation is valid.",Important: You cannot use LSF to run Docker jobs if you are using LSF to run Podman jobs.,"[""job"", ""host"", ""cluster"", ""queue"", ""resource"", ""group"", ""section"", ""policy"", ""none""]","[""Important: You cannot use LSF to run Docker jobs if you are using LSF to run Podman jobs."", ""[] keyword to run Podman jobs with the Docker\nexecution driver.""]","{
""child_is_class"": true,
""parent_is_class"": true,
""is_a_valid"": true,
""accept"": true,
""best_parent"": ""job"",
""confidence"": 1.0,
""reason"": ""Podman jobs are a type of job, so the is-a relation is valid."",
""evidence_sentence"": ""Important: You cannot use LSF to run Docker jobs if you are using LSF to run Podman jobs.""
}",2026-01-29T23:21:45Z
2134,2134,poe job,job,seed,0.0,head_match,1,1,1,1,job,1.0,"poe job is a type of job, so it is-a job.",Note: Running the hostsetup command is only required if you plan to run IBM POE jobs by using IBM® Parallel Environment (IBM PE).,"[""job"", ""host"", ""cluster"", ""queue"", ""resource"", ""group"", ""section"", ""policy"", ""none""]","[""Note: Running the hostsetup command is only required if you plan to run IBM POE jobs by using IBM® Parallel Environment (IBM PE)."", ""Note: Running the hostsetup command is only required if you will be running IBM POE jobs by using IBM® Parallel Environment (IBM PE).""]","{
""child_is_class"": true,
""parent_is_class"": true,
""is_a_valid"": true,
""accept"": true,
""best_parent"": ""job"",
""confidence"": 1.0,
""reason"": ""poe job is a type of job, so it is-a job."",
""evidence_sentence"": ""Note: Running the hostsetup command is only required if you plan to run IBM POE jobs by using IBM® Parallel Environment (IBM PE).""
}",2026-01-29T23:21:45Z
2135,2135,policy global resource,resource,seed,0.0,head_match,1,1,1,1,resource,1.0,"A policy can control resources, so 'resource' is a valid parent.",,"[""resource"", ""job"", ""host"", ""cluster"", ""queue"", ""group"", ""section"", ""policy"", ""none""]",[],"{
""child_is_class"": true,
""parent_is_class"": true,
""is_a_valid"": true,
""accept"": true,
""best_parent"": ""resource"",
""confidence"": 1.0,
""reason"": ""A policy can control resources, so 'resource' is a valid parent."",
""evidence_sentence"": """"
}",2026-01-29T23:21:45Z
2136,2136,policy global resource,global resource,seed,0.0,head_match,1,1,1,1,global resource,1.0,A policy can be defined for a global resource in HPC schedulers.,,"[""global resource"", ""job"", ""host"", ""cluster"", ""queue"", ""resource"", ""group"", ""section"", ""none""]",[],"{
""child_is_class"": true,
""parent_is_class"": true,
""is_a_valid"": true,
""accept"": true,
""best_parent"": ""global resource"",
""confidence"": 1.0,
""reason"": ""A policy can be defined for a global resource in HPC schedulers."",
""evidence_sentence"": """"
}",2026-01-29T23:21:45Z
2137,2137,policy license,license,seed,0.0,head_match,1,1,1,1,license,1.0,"policy and license are both terms related to permissions and access control in the context of HPC systems, so 'license' is a valid parent for 'policy license'.",,"[""license"", ""job"", ""host"", ""cluster"", ""queue"", ""resource"", ""group"", ""section"", ""none""]",[],"{
""child_is_class"": true,
""parent_is_class"": true,
""is_a_valid"": true,
""accept"": true,
""best_parent"": ""license"",
""confidence"": 1.0,
""reason"": ""policy and license are both terms related to permissions and access control in the context of HPC systems, so 'license' is a valid parent for 'policy license'.""
}",2026-01-29T23:21:45Z
2138,2138,policy remote cluster,cluster,seed,0.0,head_match,1,1,1,1,cluster,1.0,A remote cluster is a type of cluster.,,"[""cluster"", ""job"", ""host"", ""queue"", ""resource"", ""group"", ""section"", ""policy"", ""none""]",[],"{
""child_is_class"": true,
""parent_is_class"": true,
""is_a_valid"": true,
""accept"": true,
""best_parent"": ""cluster"",
""confidence"": 1.0,
""reason"": ""A remote cluster is a type of cluster."",
""evidence_sentence"": """"
}",2026-01-29T23:21:45Z
2139,2139,policy remote cluster,remote cluster,seed,0.0,head_match,1,1,1,1,remote cluster,1.0,Both child and proposed parent are classes in the HPC scheduler ontology and the relationship is valid.,,"[""remote cluster"", ""job"", ""host"", ""cluster"", ""queue"", ""resource"", ""group"", ""section"", ""none""]",[],"{
""child_is_class"": true,
""parent_is_class"": true,
""is_a_valid"": true,
""accept"": true,
""best_parent"": ""remote cluster"",
""confidence"": 1.0,
""reason"": ""Both child and proposed parent are classes in the HPC scheduler ontology and the relationship is valid."",
""evidence_sentence"": """"
}",2026-01-29T23:21:45Z
2140,2140,policy task,task,seed,0.0,head_match,1,1,1,1,task,1.0,A policy task is a type of task.,,"[""task"", ""job"", ""host"", ""cluster"", ""queue"", ""resource"", ""group"", ""section"", ""none""]",[],"{
""child_is_class"": true,
""parent_is_class"": true,
""is_a_valid"": true,
""accept"": true,
""best_parent"": ""task"",
""confidence"": 1.0,
""reason"": ""A policy task is a type of task."",
""evidence_sentence"": """"
}",2026-01-29T23:21:45Z
2141,2141,pool host,host,seed,0.0,head_match,1,1,1,1,host,1.0,A pool host is a type of host in HPC context.,,"[""host"", ""job"", ""cluster"", ""queue"", ""resource"", ""group"", ""section"", ""policy"", ""none""]",[],"{
""child_is_class"": true,
""parent_is_class"": true,
""is_a_valid"": true,
""accept"": true,
""best_parent"": ""host"",
""confidence"": 1.0,
""reason"": ""A pool host is a type of host in HPC context."",
""evidence_sentence"": """"
}",2026-01-29T23:21:45Z
2142,2142,pool job,job,seed,0.0,head_match,1,1,1,1,job,1.0,"A pool job is a type of job, so the is-a relation is valid.",,"[""job"", ""host"", ""cluster"", ""queue"", ""resource"", ""group"", ""section"", ""policy"", ""none""]",[],"{
""child_is_class"": true,
""parent_is_class"": true,
""is_a_valid"": true,
""accept"": true,
""best_parent"": ""job"",
""confidence"": 1.0,
""reason"": ""A pool job is a type of job, so the is-a relation is valid."",
""evidence_sentence"": """"
}",2026-01-29T23:21:45Z
2143,2143,pool queue,queue,seed,0.0,head_match,1,1,1,1,queue,1.0,"A pool queue is a type of queue, so the is-a relation is valid.","Queues that do not belong to any pool (queue4 and queue5) are merged into this ordered list according to their priority, but LSF dispatches as many jobs from the non-pool queues as it can: queue1 -> queue2 -> queue3 -> queue4 -> queue5 -> queue6 -> queue7 -> queue8","[""queue"", ""job"", ""host"", ""cluster"", ""resource"", ""group"", ""section"", ""policy"", ""none""]","[""Queues that do not belong to any pool (queue4 and\nqueue5) are merged into this ordered list according to their priority, but LSF dispatches as many jobs from the non-pool queues as it can:\nqueue1 -> queue2 -> queue3 -> queue4 -> queue5 -> queue6 -> queue7 -> queue8\nUsers affected by multiple fair share policies\nIf you belong to multiple user groups, which are controlled by different fair share policies, each group probably has a different dynamic share priority\nat any given time."", ""Queues that do not belong to any pool (queue4 and\nqueue5) are merged into this ordered list according to their priority, but LSF dispatches as many jobs from the non-pool queues as it can:\nqueue1 -> queue2 -> queue3 -> queue4 -> queue5 -> queue6 -> queue7 -> queue8\nSlot allocation per queue\nConﬁgure as many pools as you need in lsb.queues.""]","{
""child_is_class"": true,
""parent_is_class"": true,
""is_a_valid"": true,
""accept"": true,
""best_parent"": ""queue"",
""confidence"": 1.0,
""reason"": ""A pool queue is a type of queue, so the is-a relation is valid."",
""evidence_sentence"": ""Queues that do not belong to any pool (queue4 and queue5) are merged into this ordered list according to their priority, but LSF dispatches as many jobs from the non-pool queues as it can: queue1 -> queue2 -> queue3 -> queue4 -> queue5 -> queue6 -> queue7 -> queue8""
}",2026-01-29T23:21:45Z
2144,2144,pool res_select host,host,seed,0.0,head_match,1,1,1,1,host,1.0,The given child term 'pool res_select host' is a valid IS-A relation with the proposed parent 'host'.,,"[""host"", ""job"", ""cluster"", ""queue"", ""resource"", ""group"", ""section"", ""policy"", ""none""]",[],"{
""child_is_class"": true,
""parent_is_class"": true,
""is_a_valid"": true,
""accept"": true,
""best_parent"": ""host"",
""confidence"": 1.0,
""reason"": ""The given child term 'pool res_select host' is a valid IS-A relation with the proposed parent 'host'.""
}",2026-01-29T23:21:45Z
2145,2145,pool sla job,job,seed,0.0,head_match,1,1,1,1,job,1.0,"A 'pool sla job' is a type of job, so it is-a job.",,"[""job"", ""host"", ""cluster"", ""queue"", ""resource"", ""group"", ""section"", ""policy"", ""none""]",[],"{
""child_is_class"": true,
""parent_is_class"": true,
""is_a_valid"": true,
""accept"": true,
""best_parent"": ""job"",
""confidence"": 1.0,
""reason"": ""A 'pool sla job' is a type of job, so it is-a job."",
""evidence_sentence"": """"
}",2026-01-29T23:21:45Z
2146,2146,position new queue,queue,seed,0.0,head_match,1,1,1,1,queue,1.0,"The child term 'position new queue' is a valid action related to a queue, so it is-a queue.",,"[""queue"", ""job"", ""host"", ""cluster"", ""resource"", ""group"", ""section"", ""policy"", ""none""]",[],"{
""child_is_class"": true,
""parent_is_class"": true,
""is_a_valid"": true,
""accept"": true,
""best_parent"": ""queue"",
""confidence"": 1.0,
""reason"": ""The child term 'position new queue' is a valid action related to a queue, so it is-a queue."",
""evidence_sentence"": """"
}",2026-01-29T23:21:45Z
2147,2147,position original queue,queue,seed,0.0,head_match,1,1,1,1,queue,1.0,position original queue is a valid term for a queue in an HPC scheduler context.,,"[""queue"", ""job"", ""host"", ""cluster"", ""resource"", ""group"", ""section"", ""policy"", ""none""]",[],"{
""child_is_class"": true,
""parent_is_class"": true,
""is_a_valid"": true,
""accept"": true,
""best_parent"": ""queue"",
""confidence"": 1.0,
""reason"": ""position original queue is a valid term for a queue in an HPC scheduler context."",
""evidence_sentence"": """"
}",2026-01-29T23:21:45Z
2148,2148,post execution,execution,seed,0.0,head_match,1,1,1,1,execution,1.0,post execution is a type of execution,Application level host-based post execution commands are not overwritten by –Ep.,"[""execution"", ""job"", ""host"", ""cluster"", ""queue"", ""resource"", ""group"", ""section"", ""none""]","[""Application level host-based post execution commands are not overwritten by –\nEp."", ""When running host-based post execution processing, set JOB_POSTPROC_TIMEOUT to a value that gives the process enough time to run.""]","{
""child_is_class"": true,
""parent_is_class"": true,
""is_a_valid"": true,
""accept"": true,
""best_parent"": ""execution"",
""confidence"": 1.0,
""reason"": ""post execution is a type of execution"",
""evidence_sentence"": ""Application level host-based post execution commands are not overwritten by –Ep.""
}",2026-01-29T23:21:45Z
2149,2149,post execution processing,execution processing,seed,0.0,head_match,1,1,0,0,none,0.1,LLM parse failed (no valid JSON). Marked reject with best_parent=none.,"When running host-based post execution processing, set JOB_POSTPROC_TIMEOUT to a value that gives the process enough time to run.","[""execution processing"", ""job"", ""host"", ""cluster"", ""queue"", ""resource"", ""group"", ""section"", ""none""]","[""When running host-based post execution processing, set JOB_POSTPROC_TIMEOUT to a value that gives the process enough time to run."", ""When running host-based post execution processing, set JOB_POSTPROC_TIMEOUT to a value that gives the process enough time to run.""]",,2026-01-29T23:21:45Z
2150,2150,post script,script,seed,0.0,head_match,1,1,1,1,script,1.0,"post script is a type of script, so it is-a script.",,"[""script"", ""job"", ""host"", ""cluster"", ""queue"", ""resource"", ""group"", ""section"", ""none""]",[],"{
""child_is_class"": true,
""parent_is_class"": true,
""is_a_valid"": true,
""accept"": true,
""best_parent"": ""script"",
""confidence"": 1.0,
""reason"": ""post script is a type of script, so it is-a script.""
}",2026-01-29T23:21:45Z
2151,2151,potential demand project,project,seed,0.0,head_match,1,1,1,1,project,1.0,A potential demand project is a type of project.,,"[""project"", ""job"", ""host"", ""cluster"", ""queue"", ""resource"", ""group"", ""section"", ""none""]",[],"{
""child_is_class"": true,
""parent_is_class"": true,
""is_a_valid"": true,
""accept"": true,
""best_parent"": ""project"",
""confidence"": 1.0,
""reason"": ""A potential demand project is a type of project."",
""evidence_sentence"": """"
}",2026-01-29T23:21:45Z
2152,2152,power control action,action,seed,0.0,head_match,1,1,1,1,action,1.0,"Both child and proposed parent are classes, and the evidence supports the is-a relation.",The command must return 0 if the power control action succeeds and 1 if the power control action fails.,"[""action"", ""job"", ""host"", ""cluster"", ""queue"", ""resource"", ""group"", ""section"", ""none""]","[""The command must return 0 if the power control action succeeds and 1 if the power\ncontrol action fails."", ""The commands used for power control actions must return 0 if the power control action succeeds and 1 if the power control action fails.""]","{
""child_is_class"": true,
""parent_is_class"": true,
""is_a_valid"": true,
""accept"": true,
""best_parent"": ""action"",
""confidence"": 1.0,
""reason"": ""Both child and proposed parent are classes, and the evidence supports the is-a relation."",
""evidence_sentence"": ""The command must return 0 if the power control action succeeds and 1 if the power control action fails.""
}",2026-01-29T23:21:45Z
2153,2153,power management feature,feature,seed,0.0,head_match,1,1,1,1,none,1.0,"Both child and proposed parent are classes, and the evidence supports the IS-A relation.","Power management feature is a type of feature, and LSF supports power management features.","[""feature"", ""job"", ""host"", ""cluster"", ""queue"", ""resource"", ""group"", ""section"", ""none""]","[""Managing host power states\n LSF energy aware scheduling host power state management enables automatic workload driven power management policies for hosts in an\nLSF cluster. LSF can power on hosts as jobs need them, and take appropriate power management actions as workload changes. Power\nmanagement policies support the power management features of xCAT version 2.7.\nCPU frequency management\n To enable CPU frequency management, set LSF_MANAGE_FREQUENCY in lsf.conf. By default, CPU frequency management is not enabled\n(LSF_MANAGE_FREQUENCY=N)."", ""Power management\npolicies support the power management features of xCAT version 2.7.""]","{
""child_is_class"": true,
""parent_is_class"": true,
""is_a_valid"": true,
""accept"": true,
""best_parent"": ""none"",
""confidence"": 1.0,
""reason"": ""Both child and proposed parent are classes, and the evidence supports the IS-A relation."",
""evidence_sentence"": ""Power management feature is a type of feature, and LSF supports power management features.""
}",2026-01-29T23:21:45Z
2154,2154,power management policy,policy,seed,0.0,head_match,1,1,1,1,policy,0.95,power management policy is a type of policy.,This section enables and deﬁnes a power management policy.,"[""policy"", ""job"", ""host"", ""cluster"", ""queue"", ""resource"", ""group"", ""section"", ""none""]","[""PowerPolicy section\nThis section enables and deﬁnes a power management policy."", ""Unique name for the power management policy.""]","{
""child_is_class"": true,
""parent_is_class"": true,
""is_a_valid"": true,
""accept"": true,
""best_parent"": ""policy"",
""confidence"": 0.95,
""reason"": ""power management policy is a type of policy."",
""evidence_sentence"": ""This section enables and deﬁnes a power management policy.""
}",2026-01-29T23:21:45Z
2155,2155,power policy,policy,seed,0.0,head_match,1,1,0,0,none,0.1,LLM parse failed (no valid JSON). Marked reject with best_parent=none.,"If a power policy is enabled in the
lsb.threshold ﬁle, it shows the power state:
closed_Adm
The host is closed by the LSF administrator or root with the badmin hclose command. No job can be dispatched to the host, but jo","[""policy"", ""job"", ""host"", ""cluster"", ""queue"", ""resource"", ""group"", ""section"", ""none""]","[""If a power policy is enabled in the\nlsb.threshold ﬁle, it shows the power state:\nclosed_Adm\nThe host is closed by the LSF administrator or root with the badmin hclose command. No job can be dispatched to the host, but jobs\nthat are running on the host are not affected."", ""ok\nHost suspend was triggered by power policy.""]",,2026-01-29T23:21:45Z
2156,2156,powerful management host,host,seed,0.0,head_match,1,1,1,1,host,1.0,"A management host is a type of host, so the is-a relation is valid.",,"[""host"", ""job"", ""cluster"", ""queue"", ""resource"", ""group"", ""section"", ""policy"", ""none""]","[""Management host selection\n To achieve the highest degree of performance and scalability, use a powerful management host."", ""Management host selection\nTo achieve the highest degree of performance and scalability, use a powerful management host.""]","{
""child_is_class"": true,
""parent_is_class"": true,
""is_a_valid"": true,
""accept"": true,
""best_parent"": ""host"",
""confidence"": 1.0,
""reason"": ""A management host is a type of host, so the is-a relation is valid."",
""evidence_sentence"": """"
}",2026-01-29T23:21:45Z
2157,2157,powerful management host,management host,seed,0.0,head_match,1,1,1,1,management host,1.0,Both 'powerful management host' and 'management host' are classes in the HPC scheduler ontology.,,"[""management host"", ""job"", ""host"", ""cluster"", ""queue"", ""resource"", ""group"", ""section"", ""none""]","[""Management host selection\n To achieve the highest degree of performance and scalability, use a powerful management host."", ""Management host selection\nTo achieve the highest degree of performance and scalability, use a powerful management host.""]","{
""child_is_class"": true,
""parent_is_class"": true,
""is_a_valid"": true,
""accept"": true,
""best_parent"": ""management host"",
""confidence"": 1.0,
""reason"": ""Both 'powerful management host' and 'management host' are classes in the HPC scheduler ontology."",
""evidence_sentence"": """"
}",2026-01-29T23:21:45Z
2158,2158,powerpolicy section,section,seed,0.0,head_match,1,1,1,1,section,0.95,A powerpolicy section is a type of section in the configuration file.,"PowerPolicy section
This section enables and deﬁnes a power management policy.","[""section"", ""job"", ""host"", ""cluster"", ""queue"", ""resource"", ""group"", ""policy"", ""none""]","[""PowerPolicy section\nThis section enables and deﬁnes a power management policy."", ""Example PowerPolicy section\nBegin PowerPolicy\nNAME = policy_night\nHOSTS = hostGroup1 host3\nTIME_WINDOW""]","{
""child_is_class"": true,
""parent_is_class"": true,
""is_a_valid"": true,
""accept"": true,
""best_parent"": ""section"",
""confidence"": 0.95,
""reason"": ""A powerpolicy section is a type of section in the configuration file."",
""evidence_sentence"": ""PowerPolicy section\nThis section enables and deﬁnes a power management policy.""
}",2026-01-29T23:21:45Z
2159,2159,powerpolicy section lsb resource,resource,seed,0.0,head_match,1,1,1,1,resource,1.0,"powerpolicy section is a part of resource management in HPC systems, so it is-a resource.",,"[""resource"", ""job"", ""host"", ""cluster"", ""queue"", ""group"", ""section"", ""policy"", ""none""]",[],"{
""child_is_class"": true,
""parent_is_class"": true,
""is_a_valid"": true,
""accept"": true,
""best_parent"": ""resource"",
""confidence"": 1.0,
""reason"": ""powerpolicy section is a part of resource management in HPC systems, so it is-a resource."",
""evidence_sentence"": """"
}",2026-01-29T23:21:45Z
2160,2160,pre emptable job,job,seed,0.0,head_match,1,1,1,1,job,1.0,"A preemptable job is a type of job, so the is-a relation is valid.",,"[""job"", ""host"", ""cluster"", ""queue"", ""resource"", ""group"", ""section"", ""policy"", ""none""]",[],"{
""child_is_class"": true,
""parent_is_class"": true,
""is_a_valid"": true,
""accept"": true,
""best_parent"": ""job"",
""confidence"": 1.0,
""reason"": ""A preemptable job is a type of job, so the is-a relation is valid."",
""evidence_sentence"": """"
}",2026-01-29T23:21:45Z
2161,2161,pre execution,execution,seed,0.0,head_match,1,1,1,1,execution,1.0,pre execution is a part of execution process,,"[""execution"", ""job"", ""host"", ""cluster"", ""queue"", ""resource"", ""group"", ""section"", ""none""]",[],"{
""child_is_class"": true,
""parent_is_class"": true,
""is_a_valid"": true,
""accept"": true,
""best_parent"": ""execution"",
""confidence"": 1.0,
""reason"": ""pre execution is a part of execution process"",
""evidence_sentence"": """"
}",2026-01-29T23:21:45Z
2162,2162,pre execution processing,execution processing,seed,0.0,head_match,1,1,1,1,execution processing,1.0,pre execution processing is a type of execution processing.,,"[""execution processing"", ""job"", ""host"", ""cluster"", ""queue"", ""resource"", ""group"", ""section"", ""none""]",[],"{
""child_is_class"": true,
""parent_is_class"": true,
""is_a_valid"": true,
""accept"": true,
""best_parent"": ""execution processing"",
""confidence"": 1.0,
""reason"": ""pre execution processing is a type of execution processing."",
""evidence_sentence"": """"
}",2026-01-29T23:21:45Z
2163,2163,preemptable resource,resource,seed,0.0,head_match,1,1,1,1,resource,1.0,preemptable resource is a type of resource,LSF then treats the GPU resources the same as other preemptable resources.,"[""resource"", ""job"", ""host"", ""cluster"", ""queue"", ""group"", ""section"", ""policy"", ""none""]","[""LSF then treats the GPU resources the same\nas other preemptable resources."", ""LSF treats the GPU resources the same as\nother preemptable resources.""]","{
""child_is_class"": true,
""parent_is_class"": true,
""is_a_valid"": true,
""accept"": true,
""best_parent"": ""resource"",
""confidence"": 1.0,
""reason"": ""preemptable resource is a type of resource"",
""evidence_sentence"": ""LSF then treats the GPU resources the same as other preemptable resources.""
}",2026-01-29T23:21:45Z
2164,2164,preempted instance,instance,seed,0.0,head_match,1,1,1,1,instance,1.0,A preempted instance is still an instance.,,"[""instance"", ""job"", ""host"", ""cluster"", ""queue"", ""resource"", ""group"", ""section"", ""none""]","[""LSF then deletes the preempted instance."", ""LSF then deletes the preempted instance.""]","{
""child_is_class"": true,
""parent_is_class"": true,
""is_a_valid"": true,
""accept"": true,
""best_parent"": ""instance"",
""confidence"": 1.0,
""reason"": ""A preempted instance is still an instance."",
""evidence_sentence"": """"
}",2026-01-29T23:21:45Z
